guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,invoiceType,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
19.220815-201-SH.11,19.220815-201-SH,19.05-600018,19.Default,220815-201-SH,19.Default.19.05-600018,Fully Billed,2022-10-04,2022-10-04,2023-03-15,NULL,R,48.00,48.00,0.00,25371.2000,1585.7000000,0,0,A
19.PO002.1,19.PO002,19.02-700035,19.Default,PO002,19.Default.19.02-700035,Canceled,2022-10-04,2022-10-04,NULL,NULL,R,3345.00,3345.00,0.00,108779457.0880,97560.0512000,0,0,A
19.PO002.10,19.PO002,19.02-600041,19.Default,PO002,19.Default.19.02-600041,Canceled,2022-10-04,2022-10-04,NULL,NULL,R,840.00,840.00,0.00,30325674.1200,108305.9790000,0,0,A
19.PO002.6,19.PO002,19.02-700033,19.Default,PO002,19.Default.19.02-700033,Canceled,2022-10-04,2022-10-04,NULL,NULL,R,288.00,288.00,0.00,8331943.2768,86791.0758000,0,0,A
19.PO002.2,19.PO002,19.02-600013,19.Default,PO002,19.Default.19.02-600013,Canceled,2022-10-04,2022-10-04,NULL,NULL,R,72.00,0.00,0.00,2539683.2448,105820.1352000,0,0,A
19.220923-218-SH.2,19.220923-218-SH,19.05-600046,19.Default,220923-218-SH,19.Default.19.05-600046,Fully Billed,2022-10-04,2022-10-04,2023-04-05,NULL,G,336.00,0.00,336.00,177598.4000,1585.7000000,0,0,A
19.220923-214-SH.2,19.220923-214-SH,19.05-600046,19.Default,220923-214-SH,19.Default.19.05-600046,Fully Billed,2022-10-04,2022-10-04,2023-02-27,NULL,G,336.00,0.00,336.00,177598.4000,1585.7000000,0,0,A
19.220822-212-SH.2,19.220822-212-SH,19.05-600046,19.Default,220822-212-SH,19.Default.19.05-600046,Fully Billed,2022-10-04,2022-10-04,2023-03-22,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220822-210-SH.5,19.220822-210-SH,19.05-600020,19.Default,220822-210-SH,19.Default.19.05-600020,Canceled,2022-10-04,2022-10-04,2023-08-31,NULL,R,1728.00,1728.00,0.00,497376.0000,863.5000000,0,0,A
19.220822-210-SH.1,19.220822-210-SH,19.05-600022,19.Default,220822-210-SH,19.Default.19.05-600022,Canceled,2022-10-04,2022-10-04,2023-08-31,NULL,R,480.00,480.00,0.00,395891.2000,2474.3200000,0,0,A
19.220923-215-SH.2,19.220923-215-SH,19.05-600046,19.Default,220923-215-SH,19.Default.19.05-600046,Fully Billed,2022-10-04,2022-10-04,2023-02-27,NULL,G,336.00,0.00,336.00,177598.4000,1585.7000000,0,0,A
19.220822-213-SH.2,19.220822-213-SH,19.05-600046,19.Default,220822-213-SH,19.Default.19.05-600046,Fully Billed,2022-10-04,2022-10-04,2023-03-17,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220513-144-SH.1,19.220513-144-SH,19.05-600013,19.Default,220513-144-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-11,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220420-156-SH.4,19.220420-156-SH,19.05-600005,19.Default,220420-156-SH,19.Default.19.05-600005,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,60.00,0.00,60.00,21666.0000,1083.3000000,0,0,A
19.220420-156-SH.11,19.220420-156-SH,19.05-600018,19.Default,220420-156-SH,19.Default.19.05-600018,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,48.00,0.00,48.00,25371.2000,1585.7000000,0,0,A
19.220420-156-SH.7,19.220420-156-SH,19.05-600017,19.Default,220420-156-SH,19.Default.19.05-600017,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,72.00,0.00,72.00,32404.8000,1350.2000000,0,0,A
19.220420-139-SH.9,19.220420-139-SH,19.05-600016,19.Default,220420-139-SH,19.Default.19.05-600016,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,48.00,0.00,48.00,21603.2000,1350.2000000,0,0,A
19.220420-139-SH.5,19.220420-139-SH,19.05-600012,19.Default,220420-139-SH,19.Default.19.05-600012,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,A,210.00,0.00,210.00,1099.0000,15.7000000,0,0,A
19.220420-139-SH.1,19.220420-139-SH,19.05-600007,19.Default,220420-139-SH,19.Default.19.05-600007,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,420.00,0.00,420.00,434324.8000,3102.3200000,0,0,A
19.220420-137-SH.2,19.220420-137-SH,19.05-600003,19.Default,220420-137-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,2023-04-14,NULL,G,720.00,0.00,720.00,308976.0000,1287.4000000,0,0,A
19.220420-133-SH.1,19.220420-133-SH,19.05-600013,19.Default,220420-133-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,1248.00,0.00,1248.00,1163859.8400,2797.7400000,0,0,A
19.220420-131-SH.3,19.220420-131-SH,19.05-600012,19.Default,220420-131-SH,19.Default.19.05-600012,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,G,840.00,0.00,840.00,4396.0000,15.7000000,0,0,A
19.220312-121-SH.2,19.220312-121-SH,19.05-600021,19.Default,220312-121-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220312-119-SH.2,19.220312-119-SH,19.05-600021,19.Default,220312-119-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2022-10-14,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220513-147-SH.2,19.220513-147-SH,19.05-600003,19.Default,220513-147-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,2022-12-19,NULL,G,720.00,0.00,720.00,308976.0000,1287.4000000,0,0,A
19.220429-143-SH.2,19.220429-143-SH,19.05-600003,19.Default,220429-143-SH,19.Default.19.05-600003,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,G,720.00,0.00,720.00,308976.0000,1287.4000000,0,0,A
19.220323-129-SH.9,19.220323-129-SH,19.05-600016,19.Default,220323-129-SH,19.Default.19.05-600016,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,A,48.00,0.00,48.00,21603.2000,1350.2000000,0,0,A
19.220323-129-SH.4,19.220323-129-SH,19.05-600005,19.Default,220323-129-SH,19.Default.19.05-600005,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,A,60.00,0.00,60.00,21666.0000,1083.3000000,0,0,A
19.220318-125-SH.2,19.220318-125-SH,19.05-600021,19.Default,220318-125-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,2023-03-01,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220318-123-SH.2,19.220318-123-SH,19.05-600021,19.Default,220318-123-SH,19.Default.19.05-600021,Fully Billed,2022-10-04,2022-10-04,NULL,NULL,G,432.00,0.00,432.00,228340.8000,1585.7000000,0,0,A
19.220923-215-SH.1,19.220923-215-SH,19.05-600013,19.Default,220923-215-SH,19.Default.19.05-600013,Fully Billed,2022-10-04,2022-10-04,2023-02-27,NULL,G,1344.00,0.00,1344.00,1253387.5200,2797.7400000,0,0,A
19.GW550220803.3,19.GW550220803,19.02-600042,19.Default,GW550220803,19.Default.19.02-600042,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,G,528.00,0.00,528.00,366400.3200,2081.8200000,0,0,A
19.GW550220704.11,19.GW550220704,19.02-600043,19.Default,GW550220704,19.Default.19.02-600043,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,G,360.00,0.00,360.00,12057.6000,100.4800000,0,0,A
19.GW550220720.2,19.GW550220720,19.02-700020,19.Default,GW550220720,19.Default.19.02-700020,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,A,102.00,0.00,102.00,0.0000,0.0000000,0,0,A
19.GW550220704.4,19.GW550220704,19.02-600016,19.Default,GW550220704,19.Default.19.02-600016,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,180.00,0.00,180.00,146575.2000,2442.9200000,0,0,A
19.GW550220705.10,19.GW550220705,19.02-600062,19.Default,GW550220705,19.Default.19.02-600062,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,72.00,0.00,72.00,42503.0400,1770.9600000,0,0,A
19.GW550220612.12,19.GW550220612,19.02-600030,19.Default,GW550220612,19.Default.19.02-600030,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,108.00,0.00,108.00,35720.6400,992.2400000,0,0,A
19.GW550220705.6,19.GW550220705,19.02-600009,19.Default,GW550220705,19.Default.19.02-600009,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,72.00,0.00,72.00,31651.2000,1318.8000000,0,0,A
19.GW550220612.7,19.GW550220612,19.02-600023,19.Default,GW550220612,19.Default.19.02-600023,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,36.00,0.00,36.00,30106.3200,2508.8600000,0,0,A
19.GW550220705.1,19.GW550220705,19.02-600004,19.Default,GW550220705,19.Default.19.02-600004,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,6.00,0.00,6.00,1086.4400,543.2200000,0,0,A
19.GW550220612.2,19.GW550220612,19.02-600019,19.Default,GW550220612,19.Default.19.02-600019,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,180.00,0.00,180.00,136778.4000,2279.6400000,0,0,A
19.GW550220705.18,19.GW550220705,19.02-600067,19.Default,GW550220705,19.Default.19.02-600067,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,108.00,0.00,108.00,124004.8800,3444.5800000,0,0,A
19.GW550220612.13,19.GW550220612,19.02-600033,19.Default,GW550220612,19.Default.19.02-600033,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,R,300.00,0.00,300.00,33598.0000,335.9800000,0,0,A
19.GW550220705.14,19.GW550220705,19.02-700050,19.Default,GW550220705,19.Default.19.02-700050,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,90.00,0.00,90.00,69708.0000,2323.6000000,0,0,A
19.GW550220606.4,19.GW550220606,19.02-700032,19.Default,GW550220606,19.Default.19.02-700032,Fully Billed,2022-10-05,2022-10-05,2022-10-25,NULL,A,144.00,0.00,144.00,160516.8000,3344.1000000,0,0,A
19.GW550220701.1,19.GW550220701,19.02-700035,19.Default,GW550220701,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,2022-11-10,NULL,G,2304.00,0.00,2304.00,3040926.7200,3959.5400000,0,0,A
19.GW550220605.2,19.GW550220605,19.02-700035,19.Default,GW550220605,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,G,576.00,0.00,576.00,760231.6800,3959.5400000,0,0,A
19.GW550220607.2,19.GW550220607,19.02-700034,19.Default,GW550220607,19.Default.19.02-700034,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,A,288.00,0.00,288.00,346354.5600,3607.8600000,0,0,A
19.GW550220803.1,19.GW550220803,19.02-700035,19.Default,GW550220803,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,G,360.00,0.00,360.00,475144.8000,3959.5400000,0,0,A
19.GW550220803.2,19.GW550220803,19.02-700034,19.Default,GW550220803,19.Default.19.02-700034,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,G,360.00,0.00,360.00,0.0000,0.0000000,0,0,A
19.GW550220715.1,19.GW550220715,19.02-600040,19.Default,GW550220715,19.Default.19.02-600040,Fully Billed,2022-10-05,2022-10-05,2022-12-16,NULL,G,1152.00,0.00,1152.00,1361303.0400,3545.0600000,0,0,A
19.GW550220720.1,19.GW550220720,19.02-700019,19.Default,GW550220720,19.Default.19.02-700019,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,A,108.00,0.00,108.00,79693.2000,2213.7000000,0,0,A
19.GW550220704.3,19.GW550220704,19.02-600020,19.Default,GW550220704,19.Default.19.02-600020,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,180.00,0.00,180.00,148647.6000,2477.4600000,0,0,A
19.GW550220712-2.2,19.GW550220712-2,19.02-700035,19.Default,GW550220712-2,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,2022-12-08,NULL,G,1152.00,0.00,1152.00,1520463.3600,3959.5400000,0,0,A
19.GW550220704.13,19.GW550220704,19.02-600030,19.Default,GW550220704,19.Default.19.02-600030,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,108.00,0.00,108.00,35720.6400,992.2400000,0,0,A
19.GW550220704.8,19.GW550220704,19.02-600024,19.Default,GW550220704,19.Default.19.02-600024,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,108.00,0.00,108.00,95179.6800,2643.8800000,0,0,A
19.GW550220704.6,19.GW550220704,19.02-600022,19.Default,GW550220704,19.Default.19.02-600022,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,36.00,0.00,36.00,27544.0800,2295.3400000,0,0,A
19.GW550220704.14,19.GW550220704,19.02-600033,19.Default,GW550220704,19.Default.19.02-600033,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,R,300.00,0.00,300.00,33598.0000,335.9800000,0,0,A
19.GW550220704.2,19.GW550220704,19.02-600019,19.Default,GW550220704,19.Default.19.02-600019,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,180.00,0.00,180.00,136778.4000,2279.6400000,0,0,A
19.GW550220809.10,19.GW550220809,19.02-700020,19.Default,GW550220809,19.Default.19.02-700020,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,180.00,0.00,180.00,137908.8000,2298.4800000,0,0,A
19.GW550220703.1,19.GW550220703,19.02-600041,19.Default,GW550220703,19.Default.19.02-600041,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,G,840.00,0.00,840.00,1205383.2000,4304.9400000,0,0,A
19.GW550220809.8,19.GW550220809,19.02-600031,19.Default,GW550220809,19.Default.19.02-600031,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,108.00,0.00,108.00,35720.6400,992.2400000,0,0,A
19.GW550220612.10,19.GW550220612,19.02-700087,19.Default,GW550220612,19.Default.19.02-700087,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,108.00,0.00,108.00,115979.0400,3221.6400000,0,0,A
19.GW550220809.15,19.GW550220809,19.02-600010,19.Default,GW550220809,19.Default.19.02-600010,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,18.00,0.00,18.00,8308.4400,1384.7400000,0,0,A
19.GW550220612.4,19.GW550220612,19.02-600016,19.Default,GW550220612,19.Default.19.02-600016,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,180.00,0.00,180.00,146575.2000,2442.9200000,0,0,A
19.GW550220908.4,19.GW550220908,19.02-600042,19.Default,GW550220908,19.Default.19.02-600042,Approved by Supervisor,2022-10-05,2022-10-05,2027-04-01,NULL,R,3.00,3.00,0.00,0.0000,0.0000000,0,0,A
19.GW550220612.16,19.GW550220612,19.02-600068,19.Default,GW550220612,19.Default.19.02-600068,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,36.00,0.00,36.00,35381.5200,2948.4600000,0,0,A
19.GW550220808.16,19.GW550220808,19.02-600001,19.Default,GW550220808,19.Default.19.02-600001,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,60.00,0.00,60.00,130875.2000,6543.7600000,0,0,A
19.GW550220612.15,19.GW550220612,19.02-600070,19.Default,GW550220612,19.Default.19.02-600070,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,144.00,0.00,144.00,126906.2400,2643.8800000,0,0,A
19.GW550220808.3,19.GW550220808,19.02-600009,19.Default,GW550220808,19.Default.19.02-600009,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,36.00,0.00,36.00,15825.6000,1318.8000000,0,0,A
19.GW550220606.2,19.GW550220606,19.02-700034,19.Default,GW550220606,19.Default.19.02-700034,Fully Billed,2022-10-05,2022-10-05,2022-10-25,NULL,G,360.00,0.00,360.00,432943.2000,3607.8600000,0,0,A
19.GW550220808.11,19.GW550220808,19.02-700053,19.Default,GW550220808,19.Default.19.02-700053,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,72.00,0.00,72.00,71818.0800,2992.4200000,0,0,A
19.GW550220604.1,19.GW550220604,19.02-700034,19.Default,GW550220604,19.Default.19.02-700034,Fully Billed,2022-10-05,2022-10-05,2022-10-17,NULL,G,2304.00,0.00,2304.00,2770836.4800,3607.8600000,0,0,A
19.GW550220808.7,19.GW550220808,19.02-600065,19.Default,GW550220808,19.Default.19.02-600065,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,72.00,0.00,72.00,44311.6800,1846.3200000,0,0,A
19.GW550220908.3,19.GW550220908,19.02-700033,19.Default,GW550220908,19.Default.19.02-700033,Approved by Supervisor,2022-10-05,2022-10-05,2027-04-01,NULL,R,3.00,3.00,0.00,0.0000,0.0000000,0,0,A
19.GW550220805.2,19.GW550220805,19.02-600042,19.Default,GW550220805,19.Default.19.02-600042,Fully Billed,2022-10-05,2022-10-05,2022-12-09,NULL,G,528.00,0.00,528.00,366400.3200,2081.8200000,0,0,A
19.GW550220907.2,19.GW550220907,19.02-600042,19.Default,GW550220907,19.Default.19.02-600042,Canceled,2022-10-05,2022-10-05,2027-04-01,NULL,R,3.00,3.00,0.00,0.0000,0.0000000,0,0,A
19.GW550220714.2,19.GW550220714,19.02-700034,19.Default,GW550220714,19.Default.19.02-700034,Fully Billed,2022-10-05,2022-10-05,2022-12-06,NULL,A,288.00,0.00,288.00,346354.5600,3607.8600000,0,0,A
19.GW550220808.15,19.GW550220808,19.02-600051,19.Default,GW550220808,19.Default.19.02-600051,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,72.00,0.00,72.00,115451.5200,4810.4800000,0,0,A
19.GW550220712-1.1,19.GW550220712-1,19.02-700035,19.Default,GW550220712-1,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,2022-12-08,NULL,G,1152.00,0.00,1152.00,1520463.3600,3959.5400000,0,0,A
19.GW550220808.2,19.GW550220808,19.02-600008,19.Default,GW550220808,19.Default.19.02-600008,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,108.00,0.00,108.00,44424.7200,1234.0200000,0,0,A
19.GW550220705.9,19.GW550220705,19.02-600066,19.Default,GW550220705,19.Default.19.02-600066,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,72.00,0.00,72.00,40166.8800,1673.6200000,0,0,A
19.GW550220808.10,19.GW550220808,19.02-700052,19.Default,GW550220808,19.Default.19.02-700052,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,72.00,0.00,72.00,62774.8800,2615.6200000,0,0,A
19.GW550220705.5,19.GW550220705,19.02-600012,19.Default,GW550220705,19.Default.19.02-600012,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,144.00,0.00,144.00,59232.9600,1234.0200000,0,0,A
19.GW550220808.6,19.GW550220808,19.02-600062,19.Default,GW550220808,19.Default.19.02-600062,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,36.00,0.00,36.00,21251.5200,1770.9600000,0,0,A
19.GW550220705.21,19.GW550220705,19.02-600051,19.Default,GW550220705,19.Default.19.02-600051,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,180.00,0.00,180.00,288628.8000,4810.4800000,0,0,A
19.GW550220805.1,19.GW550220805,19.02-700035,19.Default,GW550220805,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,2022-12-09,NULL,G,360.00,0.00,360.00,475144.8000,3959.5400000,0,0,A
19.GW550220809.18,19.GW550220809,19.02-600049,19.Default,GW550220809,19.Default.19.02-600049,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,24.00,0.00,24.00,37102.2400,4637.7800000,0,0,A
19.GW550220704.1,19.GW550220704,19.02-600018,19.Default,GW550220704,19.Default.19.02-600018,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,72.00,0.00,72.00,53053.4400,2210.5600000,0,0,A
19.GW550220807.1,19.GW550220807,19.02-700035,19.Default,GW550220807,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,2022-12-07,NULL,G,1152.00,0.00,1152.00,1520463.3600,3959.5400000,0,0,A
19.GW550220612.11,19.GW550220612,19.02-600031,19.Default,GW550220612,19.Default.19.02-600031,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,216.00,0.00,216.00,71441.2800,992.2400000,0,0,A
19.GW550220608.1,19.GW550220608,19.02-600040,19.Default,GW550220608,19.Default.19.02-600040,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,G,2304.00,0.00,2304.00,2722606.0800,3545.0600000,0,0,A
19.GW550220612.6,19.GW550220612,19.02-600022,19.Default,GW550220612,19.Default.19.02-600022,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,36.00,0.00,36.00,27544.0800,2295.3400000,0,0,A
19.GW550220606.1,19.GW550220606,19.02-700035,19.Default,GW550220606,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,2022-10-25,NULL,G,360.00,0.00,360.00,475144.8000,3959.5400000,0,0,A
19.GW550220612.1,19.GW550220612,19.02-600018,19.Default,GW550220612,19.Default.19.02-600018,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,A,72.00,0.00,72.00,53053.4400,2210.5600000,0,0,A
19.GW550220910.2,19.GW550220910,19.02-600041,19.Default,GW550220910,19.Default.19.02-600041,Fully Billed,2022-10-05,2022-10-05,2023-02-03,NULL,G,390.00,0.00,390.00,571071.8000,4392.8600000,0,0,A
19.GW550220612.17,19.GW550220612,19.02-600043,19.Default,GW550220612,19.Default.19.02-600043,Fully Billed,2022-10-05,2022-10-05,2022-10-21,NULL,G,360.00,0.00,360.00,12057.6000,100.4800000,0,0,A
19.GW550220908.2,19.GW550220908,19.02-700034,19.Default,GW550220908,19.Default.19.02-700034,Approved by Supervisor,2022-10-05,2022-10-05,2027-04-01,NULL,R,3.00,3.00,0.00,0.0000,0.0000000,0,0,A
19.GW550220606.3,19.GW550220606,19.02-700033,19.Default,GW550220606,19.Default.19.02-700033,Fully Billed,2022-10-05,2022-10-05,2022-10-25,NULL,A,288.00,0.00,288.00,338215.6800,3523.0800000,0,0,A
19.GW550220907.1,19.GW550220907,19.02-700035,19.Default,GW550220907,19.Default.19.02-700035,Canceled,2022-10-05,2022-10-05,2027-04-01,NULL,R,3.00,3.00,0.00,0.0000,0.0000000,0,0,A
19.GW550220605.1,19.GW550220605,19.02-700034,19.Default,GW550220605,19.Default.19.02-700034,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,G,576.00,0.00,576.00,692709.1200,3607.8600000,0,0,A
19.GW550220808.14,19.GW550220808,19.02-600049,19.Default,GW550220808,19.Default.19.02-600049,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,72.00,0.00,72.00,111306.7200,4637.7800000,0,0,A
19.GW550220809.20,19.GW550220809,19.02-600001,19.Default,GW550220809,19.Default.19.02-600001,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,48.00,0.00,48.00,101585.2800,6349.0800000,0,0,A
19.GW550220808.1,19.GW550220808,19.02-600055,19.Default,GW550220808,19.Default.19.02-600055,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,36.00,0.00,36.00,12208.3200,1017.3600000,0,0,A
19.GW550220809.16,19.GW550220809,19.02-600011,19.Default,GW550220809,19.Default.19.02-600011,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,18.00,0.00,18.00,9212.7600,1535.4600000,0,0,A
19.GW550220808.9,19.GW550220808,19.02-700051,19.Default,GW550220808,19.Default.19.02-700051,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,72.00,0.00,72.00,57725.7600,2405.2400000,0,0,A
19.GW550220804.1,19.GW550220804,19.02-600040,19.Default,GW550220804,19.Default.19.02-600040,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,X,4608.00,0.00,4608.00,5445212.1600,3545.0600000,0,0,A
19.GW550220808.5,19.GW550220808,19.02-600011,19.Default,GW550220808,19.Default.19.02-600011,Fully Billed,2022-10-05,2022-10-05,2023-04-25,NULL,A,36.00,0.00,36.00,18425.5200,1535.4600000,0,0,A
19.GW550220705.17,19.GW550220705,19.02-700053,19.Default,GW550220705,19.Default.19.02-700053,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,108.00,0.00,108.00,107727.1200,2992.4200000,0,0,A
19.GW550220714.4,19.GW550220714,19.02-600042,19.Default,GW550220714,19.Default.19.02-600042,Fully Billed,2022-10-05,2022-10-05,2022-12-06,NULL,A,288.00,0.00,288.00,199854.7200,2081.8200000,0,0,A
19.GW550220705.13,19.GW550220705,19.02-700020,19.Default,GW550220705,19.Default.19.02-700020,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,216.00,0.00,216.00,165490.5600,2298.4800000,0,0,A
19.GW550220713.2,19.GW550220713,19.02-700034,19.Default,GW550220713,19.Default.19.02-700034,Fully Billed,2022-10-05,2022-10-05,2022-12-07,NULL,G,576.00,0.00,576.00,692709.1200,3607.8600000,0,0,A
19.GW550220607.1,19.GW550220607,19.02-700035,19.Default,GW550220607,19.Default.19.02-700035,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,G,324.00,0.00,324.00,427630.3200,3959.5400000,0,0,A
19.GW550220705.11,19.GW550220705,19.02-600065,19.Default,GW550220705,19.Default.19.02-600065,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,144.00,0.00,144.00,88623.3600,1846.3200000,0,0,A
19.GW550220714.3,19.GW550220714,19.02-700033,19.Default,GW550220714,19.Default.19.02-700033,Fully Billed,2022-10-05,2022-10-05,2022-12-06,NULL,A,108.00,0.00,108.00,126830.8800,3523.0800000,0,0,A
19.GW550220705.7,19.GW550220705,19.02-600010,19.Default,GW550220705,19.Default.19.02-600010,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,72.00,0.00,72.00,33233.7600,1384.7400000,0,0,A
19.GW550220903.2,19.GW550220903,19.02-600003,19.Default,GW550220903,19.Default.19.02-600003,Fully Billed,2022-10-05,2022-10-05,NULL,NULL,A,3.00,0.00,3.00,8930.1600,8930.1600000,0,0,A
19.GW550220705.2,19.GW550220705,19.02-600006,19.Default,GW550220705,19.Default.19.02-600006,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,6.00,0.00,6.00,1180.6400,590.3200000,0,0,A
19.GW550220809.11,19.GW550220809,19.02-700050,19.Default,GW550220809,19.Default.19.02-700050,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,72.00,0.00,72.00,55766.4000,2323.6000000,0,0,A
19.GW550220705.19,19.GW550220705,19.02-600013,19.Default,GW550220705,19.Default.19.02-600013,Fully Billed,2022-10-05,2022-10-05,2022-11-11,NULL,A,72.00,0.00,72.00,103092.4800,4295.5200000,0,0,A
19.GW550220809.9,19.GW550220809,19.02-600030,19.Default,GW550220809,19.Default.19.02-600030,Fully Billed,2022-10-05,2022-10-05,2022-12-20,NULL,A,54.00,0.00,54.00,17860.3200,992.2400000,0,0,A
