guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,linePosition,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
9.1218623.6,9.1218623,9.5919,9.1,PO-E-2022-0449,9.1.9.5919,Fully Billed,2022-01-13,2022-04-08,2022-03-28,2022-03-28,6,72.00,0.00,72.00,74229.6000,3092.9000000,NULL,0,J
9.1177992.50,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-30,2022-06-01,50,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1218623.53,9.1218623,9.11229,9.1,PO-E-2022-0449,9.1.9.11229,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,53,3.00,0.00,3.00,0.0000,0.0000000,NULL,0,J
9.1218623.5,9.1218623,9.12511,9.1,PO-E-2022-0449,9.1.9.12511,Fully Billed,2022-01-13,2022-04-08,2022-04-13,2022-04-13,5,72.00,0.00,72.00,62548.8000,2606.2000000,NULL,0,J
9.1218623.28,9.1218623,9.5943,9.1,PO-E-2022-0449,9.1.9.5943,Fully Billed,2022-01-13,2022-04-08,2022-05-12,2022-05-12,28,216.00,0.00,216.00,106935.8400,1485.2200000,NULL,0,J
9.1218623.32,9.1218623,9.6776,9.1,PO-E-2022-0449,9.1.9.6776,Fully Billed,2022-01-13,2022-04-08,2022-07-19,2022-07-19,32,144.00,0.00,144.00,94501.4400,1968.7800000,NULL,0,J
9.1218623.1,9.1218623,9.1851,9.1,PO-E-2022-0449,9.1.9.1851,Fully Billed,2022-01-13,2022-04-08,2022-03-08,2022-03-08,1,126.00,0.00,126.00,321787.2000,7661.6000000,NULL,0,J
9.1218623.54,9.1218623,9.11228,9.1,PO-E-2022-0449,9.1.9.11228,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,54,15.00,0.00,15.00,0.0000,0.0000000,NULL,0,J
9.1218623.3,9.1218623,9.6595,9.1,PO-E-2022-0449,9.1.9.6595,Fully Billed,2022-01-13,2022-04-08,2022-03-21,2022-03-08,3,48.00,0.00,48.00,35368.9600,2210.5600000,NULL,0,J
9.1218623.59,9.1218623,9.11223,9.1,PO-E-2022-0449,9.1.9.11223,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,59,6.00,0.00,6.00,0.0000,0.0000000,NULL,0,J
9.1218623.78,9.1218623,9.5943,9.1,PO-E-2022-0449,9.1.9.5943,Fully Billed,2022-01-13,2022-04-08,2022-07-11,2022-07-11,78,36.00,0.00,36.00,17822.6400,1485.2200000,NULL,0,J
9.1218623.27,9.1218623,9.5943,9.1,PO-E-2022-0449,9.1.9.5943,Fully Billed,2022-01-13,2022-04-08,2022-05-10,2022-05-10,27,180.00,0.00,180.00,89113.2000,1485.2200000,NULL,0,J
9.1096272.5,9.1096272,9.7715,9.1,PO-E-2021-0418,9.1.9.7715,Fully Billed,2021-12-02,2022-04-08,2022-05-05,2022-05-10,5,2808.00,0.00,2808.00,324381.8448,346.5618000,NULL,0,J
9.1218623.26,9.1218623,9.5969,9.1,PO-E-2022-0449,9.1.9.5969,Fully Billed,2022-01-13,2022-04-08,2022-07-22,2022-07-22,26,300.00,0.00,300.00,125914.0000,1259.1400000,NULL,0,J
9.1384545.1,9.1384545,9.12150,9.1,PO-E-2022-0523,9.1.9.12150,Fully Billed,2022-02-22,2022-04-08,2022-05-03,2022-05-03,1,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.1218623.15,9.1218623,9.7335,9.1,PO-E-2022-0449,9.1.9.7335,Fully Billed,2022-01-13,2022-04-08,2022-05-17,2022-05-17,15,144.00,0.00,144.00,108518.4000,2260.8000000,NULL,0,J
9.1384545.4,9.1384545,9.12150,9.1,PO-E-2022-0523,9.1.9.12150,Fully Billed,2022-02-22,2022-04-08,2022-05-09,2022-05-09,4,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.1177992.36,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-06-01,36,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1218623.29,9.1218623,9.5943,9.1,PO-E-2022-0449,9.1.9.5943,Fully Billed,2022-01-13,2022-04-08,2022-05-25,2022-05-23,29,288.00,0.00,288.00,142581.1200,1485.2200000,NULL,0,J
9.1218623.60,9.1218623,9.11521,9.1,PO-E-2022-0449,9.1.9.11521,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,60,3.00,0.00,3.00,0.0000,0.0000000,NULL,0,J
9.1218623.57,9.1218623,9.11831,9.1,PO-E-2022-0449,9.1.9.11831,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,57,3.00,0.00,3.00,0.0000,0.0000000,NULL,0,J
9.1218623.9,9.1218623,9.5969,9.1,PO-E-2022-0449,9.1.9.5969,Fully Billed,2022-01-13,2022-04-08,2022-05-06,2022-05-06,9,300.00,0.00,300.00,125914.0000,1259.1400000,NULL,0,J
9.1218623.2,9.1218623,9.5539,9.1,PO-E-2022-0449,9.1.9.5539,Fully Billed,2022-01-13,2022-04-08,2022-04-05,2022-04-05,2,150.00,0.00,150.00,544790.0000,10895.8000000,NULL,0,J
9.1218623.55,9.1218623,9.11231,9.1,PO-E-2022-0449,9.1.9.11231,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,55,3.00,0.00,3.00,0.0000,0.0000000,NULL,0,J
9.1218623.52,9.1218623,9.11232,9.1,PO-E-2022-0449,9.1.9.11232,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,52,3.00,0.00,3.00,0.0000,0.0000000,NULL,0,J
9.1218623.14,9.1218623,9.6776,9.1,PO-E-2022-0449,9.1.9.6776,Fully Billed,2022-01-13,2022-04-08,2022-05-10,2022-05-10,14,180.00,0.00,180.00,118126.8000,1968.7800000,NULL,0,J
9.1177992.49,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-30,2022-06-01,49,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.30,9.1177992,9.12577,9.1,PO-E-2022-0441,9.1.9.12577,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-05-26,30,2808.00,0.00,2808.00,287194.1968,306.8408000,NULL,0,J
9.1177992.41,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-05-31,41,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.44,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-30,2022-05-31,44,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.38,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-05-31,38,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.35,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-05-31,35,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.32,9.1177992,9.12577,9.1,PO-E-2022-0441,9.1.9.12577,Fully Billed,2022-01-04,2022-04-08,2022-06-01,2022-06-01,32,2808.00,0.00,2808.00,287194.1654,306.8408000,NULL,0,J
9.1177992.47,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-30,2022-06-01,47,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.43,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-05-31,43,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.29,9.1177992,9.12577,9.1,PO-E-2022-0441,9.1.9.12577,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-05-26,29,2808.00,0.00,2808.00,287194.1654,306.8408000,NULL,0,J
9.1177992.40,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-26,2022-05-31,40,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1177992.46,9.1177992,9.12578,9.1,PO-E-2022-0441,9.1.9.12578,Fully Billed,2022-01-04,2022-04-08,2022-05-30,2022-05-31,46,2808.00,0.00,2808.00,291075.1740,310.9856000,NULL,0,J
9.1218623.7,9.1218623,9.6584,9.1,PO-E-2022-0449,9.1.9.6584,Fully Billed,2022-01-13,2022-04-08,2022-03-28,2022-03-28,7,96.00,0.00,96.00,111231.3600,3475.9800000,NULL,0,J
9.1218623.30,9.1218623,9.5943,9.1,PO-E-2022-0449,9.1.9.5943,Fully Billed,2022-01-13,2022-04-08,2022-05-27,2022-05-25,30,288.00,0.00,288.00,142581.1200,1485.2200000,NULL,0,J
9.1218623.66,9.1218623,9.6776,9.1,PO-E-2022-0449,9.1.9.6776,Fully Billed,2022-01-13,2022-04-08,2022-05-23,2022-05-23,66,36.00,0.00,36.00,23625.3600,1968.7800000,NULL,0,J
9.1218623.13,9.1218623,9.6184,9.1,PO-E-2022-0449,9.1.9.6184,Fully Billed,2022-01-13,2022-04-08,2022-05-09,2022-05-09,13,216.00,0.00,216.00,140395.6800,1949.9400000,NULL,0,J
9.1218623.10,9.1218623,9.5943,9.1,PO-E-2022-0449,9.1.9.5943,Fully Billed,2022-01-13,2022-04-08,2022-08-10,2022-08-10,10,288.00,0.00,288.00,142581.1200,1485.2200000,NULL,0,J
9.1218623.12,9.1218623,9.6191,9.1,PO-E-2022-0449,9.1.9.6191,Fully Billed,2022-01-13,2022-04-08,2022-06-30,2022-05-10,12,204.00,0.00,204.00,123414.5600,1814.9200000,NULL,0,J
9.1218623.58,9.1218623,9.11224,9.1,PO-E-2022-0449,9.1.9.11224,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,58,3.00,0.00,3.00,0.0000,0.0000000,NULL,0,J
9.1218623.16,9.1218623,9.7304,9.1,PO-E-2022-0449,9.1.9.7304,Fully Billed,2022-01-13,2022-04-08,2022-04-01,2022-04-01,16,54.00,0.00,54.00,112474.8000,6248.6000000,NULL,0,J
9.1547887.5,9.1547887,9.12818,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,5,3.00,0.00,3.00,120.6388,120.6388000,NULL,0,J
9.1541624.1,9.1541624,9.12862,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,1,12.00,0.00,12.00,28114.4924,7028.6074000,NULL,0,J
9.1541624.13,9.1541624,9.12864,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,13,135.00,0.00,135.00,23924.9160,531.6648000,NULL,0,J
9.1541624.3,9.1541624,9.12863,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,3,9.00,0.00,9.00,15156.8428,5052.2914000,NULL,0,J
9.1541624.7,9.1541624,9.12815,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,7,225.00,0.00,225.00,9395.2882,125.2860000,NULL,0,J
9.1547887.6,9.1547887,9.12453,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,6,12.00,0.00,12.00,496.6224,124.1556000,NULL,0,J
9.1576854.1,9.1576854,9.12816,NULL,PO-E-2022-0599,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,1,6.00,0.00,6.00,7911.8580,3955.9290000,NULL,0,J
9.1576854.2,9.1576854,9.12447,NULL,PO-E-2022-0599,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,2,12.00,0.00,12.00,491.9124,122.9624000,NULL,0,J
9.1541624.4,9.1541624,9.12459,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,4,30.00,0.00,30.00,900.0810,89.9924000,NULL,0,J
9.1541624.9,9.1541624,9.12457,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,9,30.00,0.00,30.00,2336.4740,233.6474000,NULL,0,J
9.1547887.2,9.1547887,9.12438,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,2,3.00,0.00,3.00,321.1278,321.1278000,NULL,0,J
9.1547887.7,9.1547887,9.12457,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,7,18.00,0.00,18.00,1401.8844,233.6474000,NULL,0,J
9.1541624.10,9.1541624,9.12819,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,10,60.00,0.00,60.00,1174.3600,58.7180000,NULL,0,J
9.1576854.3,9.1576854,9.12820,NULL,PO-E-2022-0599,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,3,15.00,0.00,15.00,3739.2062,747.8538000,NULL,0,J
9.1547887.11,9.1547887,9.12810,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,11,6.00,0.00,6.00,348.8226,174.4270000,NULL,0,J
9.1541624.12,9.1541624,9.12869,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,12,3.00,0.00,3.00,60.1310,60.1310000,NULL,0,J
9.1576839.1,9.1576839,9.12849,NULL,PO-E-2022-0598,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,1,30.00,0.00,30.00,231.1040,23.1104000,NULL,0,J
9.1576854.5,9.1576854,9.12815,NULL,PO-E-2022-0599,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,5,60.00,0.00,60.00,2505.4060,125.2860000,NULL,0,J
9.1547887.8,9.1547887,9.12819,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,8,60.00,0.00,60.00,1174.3600,58.7180000,NULL,0,J
9.1547887.1,9.1547887,9.12816,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,1,6.00,0.00,6.00,7911.8580,3955.9290000,NULL,0,J
9.1576839.5,9.1576839,9.12977,NULL,PO-E-2022-0598,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,5,6.00,0.00,6.00,589.9432,294.9716000,NULL,0,J
9.1577665.4,9.1577665,9.12816,NULL,PO-E-2022-0600,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-29,4,6.00,0.00,6.00,7911.8580,3955.9290000,NULL,0,J
9.1547887.10,9.1547887,9.12235,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,10,6.00,0.00,6.00,53.1288,26.5644000,NULL,0,J
9.1577665.3,9.1577665,9.12457,NULL,PO-E-2022-0600,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-29,3,66.00,0.00,66.00,5140.2428,233.6474000,NULL,0,J
9.1576839.3,9.1576839,9.12233,NULL,PO-E-2022-0598,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,3,9.00,0.00,9.00,512.7934,170.9416000,NULL,0,J
9.1576839.4,9.1576839,9.12234,NULL,PO-E-2022-0598,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,4,15.00,0.00,15.00,1001.1890,200.2378000,NULL,0,J
9.1576839.2,9.1576839,9.12850,NULL,PO-E-2022-0598,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,2,36.00,0.00,36.00,5891.8332,491.0018000,NULL,0,J
9.1547887.3,9.1547887,9.12817,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,3,36.00,0.00,36.00,2408.5056,200.7088000,NULL,0,J
9.1541624.6,9.1541624,9.12438,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,6,60.00,0.00,60.00,6422.2420,321.1278000,NULL,0,J
9.1541624.14,9.1541624,9.12865,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,14,69.00,0.00,69.00,2365.5818,102.8664000,NULL,0,J
9.1547887.12,9.1547887,9.12820,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,12,6.00,0.00,6.00,1495.6762,747.8224000,NULL,0,J
9.1541624.8,9.1541624,9.12453,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,8,30.00,0.00,30.00,1241.5560,124.1556000,NULL,0,J
9.1541624.15,9.1541624,9.12866,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,15,60.00,0.00,60.00,2808.1020,140.4208000,NULL,0,J
9.1547887.4,9.1547887,9.12461,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,4,30.00,0.00,30.00,2436.3260,243.6326000,NULL,0,J
9.1577665.1,9.1577665,9.12815,NULL,PO-E-2022-0600,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-29,1,180.00,0.00,180.00,7516.2180,125.2860000,NULL,0,J
9.1541624.5,9.1541624,9.12868,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,5,30.00,0.00,30.00,609.1600,60.9160000,NULL,0,J
9.1577665.5,9.1577665,9.12990,NULL,PO-E-2022-0600,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-29,5,12.00,0.00,12.00,23481.6736,5870.4184000,NULL,0,J
9.1541624.2,9.1541624,9.12816,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,2,3.00,0.00,3.00,3955.9290,3955.9290000,NULL,0,J
9.1547887.9,9.1547887,9.12447,NULL,PO-E-2022-0578,NULL,Fully Billed,2022-03-25,2022-04-12,2022-04-22,2022-04-22,9,30.00,0.00,30.00,1229.7810,122.9624000,NULL,0,J
9.1576854.4,9.1576854,9.12457,NULL,PO-E-2022-0599,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-22,4,30.00,0.00,30.00,2336.4740,233.6474000,NULL,0,J
9.1541624.11,9.1541624,9.12447,NULL,PO-E-2022-0572,NULL,Fully Billed,2022-03-24,2022-04-12,2022-04-22,2022-04-29,11,18.00,0.00,18.00,737.8686,122.9624000,NULL,0,J
9.1577665.2,9.1577665,9.12453,NULL,PO-E-2022-0600,NULL,Fully Billed,2022-03-31,2022-04-12,2022-04-22,2022-04-29,2,75.00,0.00,75.00,3103.8900,124.1556000,NULL,0,J
9.1566240.6,9.1566240,9.7061,NULL,PO-E-2022-0590,NULL,Closed,2022-03-30,2022-04-13,2022-04-13,2023-05-10,6,6000.00,6000.00,0.00,6908.0000,3.4540000,NULL,1,J
9.1569857.2,9.1569857,9.9365,9.1,PO-E-2022-0596,9.1.9.9365,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,2,60.00,0.00,60.00,1397.3000,69.8650000,NULL,0,J
9.1566240.3,9.1566240,9.4489,NULL,PO-E-2022-0590,NULL,Closed,2022-03-30,2022-04-13,2022-04-13,2023-05-10,3,6000.00,6000.00,0.00,1256.0000,0.6280000,NULL,1,J
9.1569857.8,9.1569857,9.8944,9.1,PO-E-2022-0596,9.1.9.8944,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,8,15.00,0.00,15.00,1804.2440,360.8488000,NULL,0,J
9.1566240.4,9.1566240,9.3266,NULL,PO-E-2022-0590,NULL,Closed,2022-03-30,2022-04-13,2022-04-13,2023-05-10,4,1500.00,1500.00,0.00,3689.5000,7.3790000,NULL,1,J
9.1569857.14,9.1569857,9.8927,9.1,PO-E-2022-0596,9.1.9.8927,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,14,15.00,0.00,15.00,950.1640,190.0328000,NULL,0,J
9.1566240.5,9.1566240,9.7067,NULL,PO-E-2022-0590,NULL,Closed,2022-03-30,2022-04-13,2022-04-13,2023-05-10,5,6000.00,6000.00,0.00,6217.2000,3.1086000,NULL,1,J
9.1569857.19,9.1569857,9.11385,9.1,PO-E-2022-0596,9.1.9.11385,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,19,15.00,0.00,15.00,8434.0400,1686.8080000,NULL,0,J
9.1569857.6,9.1569857,9.8927,9.1,PO-E-2022-0596,9.1.9.8927,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,6,90.00,0.00,90.00,5700.9840,190.0328000,NULL,0,J
9.1569857.18,9.1569857,9.8944,9.1,PO-E-2022-0596,9.1.9.8944,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,18,15.00,0.00,15.00,1804.2440,360.8488000,NULL,0,J
9.1569857.11,9.1569857,9.8944,9.1,PO-E-2022-0596,9.1.9.8944,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,11,45.00,0.00,45.00,5412.7320,360.8488000,NULL,0,J
9.1569857.9,9.1569857,9.9365,9.1,PO-E-2022-0596,9.1.9.9365,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,9,15.00,0.00,15.00,349.3250,69.8650000,NULL,0,J
9.1569857.25,9.1569857,9.9365,9.1,PO-E-2022-0596,9.1.9.9365,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,25,15.00,0.00,15.00,349.3250,69.8650000,NULL,0,J
9.1569857.12,9.1569857,9.8916,9.1,PO-E-2022-0596,9.1.9.8916,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,12,45.00,0.00,45.00,1047.9750,69.8650000,NULL,0,J
9.1569857.20,9.1569857,9.9398,9.1,PO-E-2022-0596,9.1.9.9398,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,20,15.00,0.00,15.00,7729.4240,1545.8848000,NULL,0,J
9.1566240.2,9.1566240,9.2494,NULL,PO-E-2022-0590,NULL,Closed,2022-03-30,2022-04-13,2022-04-13,2023-05-10,2,1500.00,1500.00,0.00,6123.0000,12.2460000,NULL,1,J
9.1569857.3,9.1569857,9.8927,9.1,PO-E-2022-0596,9.1.9.8927,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,3,60.00,0.00,60.00,3800.6560,190.0328000,NULL,0,J
9.1569857.7,9.1569857,9.9382,9.1,PO-E-2022-0596,9.1.9.9382,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,7,15.00,0.00,15.00,7465.5070,1493.1014000,NULL,0,J
9.1569857.17,9.1569857,9.9013,9.1,PO-E-2022-0596,9.1.9.9013,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,17,15.00,0.00,15.00,11266.1630,2253.2326000,NULL,0,J
9.1569857.13,9.1569857,9.9392,9.1,PO-E-2022-0596,9.1.9.9392,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,13,15.00,0.00,15.00,8060.3800,1612.0760000,NULL,0,J
9.1569857.10,9.1569857,9.9410,9.1,PO-E-2022-0596,9.1.9.9410,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,10,45.00,0.00,45.00,22396.5210,1493.1014000,NULL,0,J
9.1569857.1,9.1569857,9.9356,9.1,PO-E-2022-0596,9.1.9.9356,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,1,60.00,0.00,60.00,27971.0886,1398.5560000,NULL,0,J
9.1569857.21,9.1569857,9.8999,9.1,PO-E-2022-0596,9.1.9.8999,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,21,3.00,0.00,3.00,71.0268,71.0268000,NULL,0,J
9.1569857.15,9.1569857,9.9377,9.1,PO-E-2022-0596,9.1.9.9377,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,15,15.00,0.00,15.00,8060.3800,1612.0760000,NULL,0,J
9.1569857.4,9.1569857,9.9354,9.1,PO-E-2022-0596,9.1.9.9354,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,4,90.00,0.00,90.00,41956.6486,1398.5560000,NULL,0,J
9.1569857.5,9.1569857,9.8916,9.1,PO-E-2022-0596,9.1.9.8916,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,5,90.00,0.00,90.00,2095.9500,69.8650000,NULL,0,J
9.1569857.16,9.1569857,9.8944,9.1,PO-E-2022-0596,9.1.9.8944,Fully Billed,2022-03-30,2022-04-13,2022-04-21,2022-04-21,16,15.00,0.00,15.00,1804.2440,360.8488000,NULL,0,J
9.1566240.1,9.1566240,9.2494,NULL,PO-E-2022-0590,NULL,Closed,2022-03-30,2022-04-13,2022-04-13,2023-05-10,1,3000.00,3000.00,0.00,12246.0000,12.2460000,NULL,1,J
9.1384592.1,9.1384592,9.11348,9.1,PO-E-2022-0525,9.1.9.11348,Fully Billed,2022-02-22,2022-04-15,2022-04-29,2022-04-27,1,75.00,0.00,75.00,329700.0000,13188.0000000,NULL,0,J
9.1569833.3,9.1569833,9.12457,NULL,PO-E-2022-0595,NULL,Fully Billed,2022-03-30,2022-04-15,2022-04-22,2022-04-21,3,90.00,0.00,90.00,7009.4220,233.6474000,NULL,0,J
9.1384592.2,9.1384592,9.11347,9.1,PO-E-2022-0525,9.1.9.11347,Fully Billed,2022-02-22,2022-04-15,2022-04-29,2022-04-27,2,30.00,0.00,30.00,191226.0000,19122.6000000,NULL,0,J
9.1558892.4,9.1558892,9.11554,9.1,PO-E-2022-0586,9.1.9.11554,Fully Billed,2022-03-29,2022-04-15,2022-05-11,2022-05-11,4,84.00,0.00,84.00,451.4692,16.1082000,NULL,0,J
9.1583298.1,9.1583298,9.2486,NULL,PO-E-2022-0602,NULL,Fully Billed,2022-04-01,2022-04-15,2022-05-06,2022-04-20,1,1050.00,0.00,1050.00,2428.7900,6.9394000,NULL,1,J
9.1096255.13,9.1096255,9.7673,9.1,PO-E-2021-0417,9.1.9.7673,Fully Billed,2021-12-02,2022-04-15,2022-05-06,2022-05-06,13,2808.00,0.00,2808.00,313889.4720,335.3520000,NULL,0,J
9.1558892.7,9.1558892,9.11641,9.1,PO-E-2022-0586,9.1.9.11641,Fully Billed,2022-03-29,2022-04-15,2022-05-11,2022-05-11,7,117.00,0.00,117.00,28893.8404,740.8830000,NULL,0,J
9.1569833.1,9.1569833,9.12815,NULL,PO-E-2022-0595,NULL,Fully Billed,2022-03-30,2022-04-15,2022-04-22,2022-04-21,1,474.00,0.00,474.00,19792.7074,125.2860000,NULL,0,J
9.1096255.10,9.1096255,9.12164,9.1,PO-E-2021-0417,9.1.9.12164,Fully Billed,2021-12-02,2022-04-15,2022-04-26,2022-04-26,10,1860.00,0.00,1860.00,265446.1800,428.1390000,NULL,0,J
