guid,itemId,type,itemWatt,batteryCapacityWh,itemCategory,manufacturerID
9.14675,36-114675,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.7297,35-017884,InvtPart,0.00,0,Storage,5E0AA74F
9.4847,36-010682,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.7335,32-017935,InvtPart,6000.00,0,Inverters,5E0AA74F
9.5969,32-014915,InvtPart,2000.00,0,Inverters,5E0AA74F
9.15027,41-115027,InvtPart,0.00,0,Storage,5E0AA74F
9.6627,32-014907,InvtPart,5000.00,0,Inverters,5E0AA74F
9.7304,32-017930,InvtPart,40000.00,0,Inverters,5E0AA74F
9.12504,32-112504,InvtPart,3000.00,0,Inverters,5E0AA74F
9.13665,32-113665,InvtPart,40000.00,0,Inverters,5E0AA74F
9.12513,32-112513,InvtPart,10000.00,0,Inverters,5E0AA74F
9.11223,37-111223,InvtPart,0.00,0,Other,5E0AA74F
9.11229,37-111229,InvtPart,0.00,0,Other,5E0AA74F
9.12509,32-112509,InvtPart,4000.00,0,Inverters,5E0AA74F
9.11521,37-111521,InvtPart,0.00,0,Other,5E0AA74F
9.14375,32-114375,InvtPart,20000.00,0,Inverters,5E0AA74F
9.12822,36-112822,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.12602,36-112602,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.14384,36-114384,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.6556,32-014911,InvtPart,12000.00,0,Inverters,5E0AA74F
9.11460,36-111460,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.12510,32-112510,InvtPart,5000.00,0,Inverters,5E0AA74F
9.8895,37-014114,InvtPart,0.00,0,Other,D2F36029
9.12349,37-112349,InvtPart,0.00,0,Other,D2F36029
9.12350,37-112350,InvtPart,0.00,0,Other,D2F36029
9.8466,37-007667,InvtPart,0.00,0,Other,D2F36029
9.1329,38-012542,NonInvtPart,0.00,0,Other,5E0AA74F
9.1545,32-006401,InvtPart,30000.00,0,Inverters,5E0AA74F
9.11810,37-111810,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.1467,38-016013,NonInvtPart,0.00,0,Other,5E0AA74F
9.1472,38-015982,NonInvtPart,0.00,0,Other,5E0AA74F
9.11497,40-111497,InvtPart,0.00,0,Inverters,5E0AA74F
9.14899,37-114899,InvtPart,0.00,0,Other,5E0AA74F
9.1347,38-015991,NonInvtPart,0.00,0,Other,5E0AA74F
9.1459,38-015984,NonInvtPart,0.00,0,Other,5E0AA74F
9.1328,38-015961,NonInvtPart,0.00,0,Other,5E0AA74F
9.1345,38-015990,NonInvtPart,0.00,0,Other,5E0AA74F
9.11215,40-111215,InvtPart,0.00,0,Inverters,5E0AA74F
9.14835,37-114835,InvtPart,0.00,0,Other,5E0AA74F
9.1314,38-012780,NonInvtPart,0.00,0,Other,5E0AA74F
9.11771,38-111771,NonInvtPart,0.00,0,Other,5E0AA74F
9.11217,40-111217,InvtPart,0.00,0,Inverters,5E0AA74F
9.11791,38-111791,NonInvtPart,0.00,0,Other,5E0AA74F
9.1357,38-015967,NonInvtPart,0.00,0,Other,5E0AA74F
9.14726,32-114726,InvtPart,115000.00,0,Inverters,5E0AA74F
9.5951,36-013277,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.7286,35-017885,InvtPart,0.00,5000,Storage,5E0AA74F
9.12511,32-112511,InvtPart,6000.00,0,Inverters,5E0AA74F
9.5383,32-011483,InvtPart,17000.00,0,Inverters,5E0AA74F
9.11818,37-111818,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.6203,32-014914,InvtPart,20000.00,0,Inverters,5E0AA74F
9.1340,38-015993,NonInvtPart,0.00,0,Other,5E0AA74F
9.1342,38-012539,NonInvtPart,0.00,0,Other,5E0AA74F
9.11817,37-111817,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.889,38-008404,NonInvtPart,0.00,0,Other,5E0AA74F
9.1317,38-010295,NonInvtPart,0.00,0,Other,5E0AA74F
9.13666,32-113666,InvtPart,36000.00,0,Inverters,5E0AA74F
9.14376,32-114376,InvtPart,25000.00,0,Inverters,5E0AA74F
9.11237,37-111237,InvtPart,0.00,0,Other,5E0AA74F
9.14079,38-114079,NonInvtPart,0.00,0,Other,5E0AA74F
9.14709,36-114709,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.14549,38-114549,NonInvtPart,0.00,0,Other,5E0AA74F
9.14705,37-114705,InvtPart,0.00,0,Other,5E0AA74F
9.13797,32-113797,InvtPart,330000.00,0,Inverters,5E0AA74F
9.11795,32-111795,InvtPart,215000.00,0,Inverters,5E0AA74F
9.14366,41-114366,InvtPart,0.00,0,Charging Stations,5E0AA74F
9.13832,36-113832,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.12515,32-112515,InvtPart,15000.00,0,Inverters,5E0AA74F
9.5917,32-014918,InvtPart,3680.00,0,Inverters,5E0AA74F
9.9581,37-018161,InvtPart,0.00,0,Other,D2F36029
9.8458,37-007656,InvtPart,0.00,0,Other,D2F36029
9.8463,37-007666,InvtPart,0.00,0,Other,D2F36029
9.13546,37-013546,InvtPart,0.00,0,Other,D2F36029
9.8472,37-007669,InvtPart,0.00,0,Other,D2F36029
9.8469,37-007668,InvtPart,0.00,0,Other,D2F36029
9.11228,37-111228,InvtPart,0.00,0,Other,5E0AA74F
9.1333,38-015989,NonInvtPart,0.00,0,Other,5E0AA74F
9.1851,32-006400,InvtPart,60000.00,0,Inverters,5E0AA74F
9.14503,38-114503,NonInvtPart,0.00,0,Other,5E0AA74F
9.1325,38-012778,NonInvtPart,0.00,0,Other,5E0AA74F
9.11272,38-111272,NonInvtPart,0.00,0,Other,5E0AA74F
9.11813,37-111813,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.1360,38-015992,NonInvtPart,0.00,0,Other,5E0AA74F
9.10858,37-110858,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.1313,38-010658,NonInvtPart,0.00,0,Other,5E0AA74F
9.1456,38-016015,NonInvtPart,0.00,0,Other,5E0AA74F
9.1308,38-010662,NonInvtPart,0.00,0,Other,5E0AA74F
9.14898,37-114898,InvtPart,0.00,0,Other,5E0AA74F
9.5691,36-012571,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.11832,37-111832,InvtPart,0.00,0,Other,5E0AA74F
9.4471,32-008692,InvtPart,4600.00,0,Inverters,5E0AA74F
9.15063,39-115063,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.5539,32-012561,InvtPart,100000.00,0,Inverters,5E0AA74F
9.11224,37-111224,InvtPart,0.00,0,Other,5E0AA74F
9.12672,37-112672,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.5404,32-011680,InvtPart,185000.00,0,Inverters,5E0AA74F
9.11834,37-111834,InvtPart,0.00,0,Other,5E0AA74F
9.6184,32-014920,InvtPart,4600.00,0,Inverters,5E0AA74F
9.11234,37-111234,InvtPart,0.00,0,Other,5E0AA74F
9.11236,37-111236,InvtPart,0.00,0,Other,5E0AA74F
9.16280,37-116280,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.7309,32-017929,InvtPart,36000.00,0,Inverters,5E0AA74F
9.6584,32-014910,InvtPart,10000.00,0,Inverters,5E0AA74F
9.6597,32-014913,InvtPart,17000.00,0,Inverters,5E0AA74F
9.7025,40-016984,InvtPart,5000.00,0,Inverters,5E0AA74F
9.15025,42-115025,InvtPart,0.00,193500,Storage,5E0AA74F
9.12512,32-112512,InvtPart,8000.00,0,Inverters,5E0AA74F
9.6595,32-014906,InvtPart,4000.00,0,Inverters,5E0AA74F
9.11812,37-111812,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.7139,32-017719,InvtPart,100000.00,0,Inverters,5E0AA74F
9.11308,32-111308,InvtPart,100000.00,0,Inverters,5E0AA74F
9.14620,31-114620,InvtPart,415.00,0,Modules,D4942B98
9.11920,31-111920,InvtPart,390.00,0,Modules,D4942B98
9.8843,37-012694,InvtPart,0.00,0,Inverter Accessories,7D867071
9.14078,38-114078,NonInvtPart,0.00,0,Other,5E0AA74F
9.6191,32-014919,InvtPart,4000.00,0,Inverters,5E0AA74F
9.14080,38-114080,NonInvtPart,0.00,0,Other,5E0AA74F
9.14372,32-114372,InvtPart,12000.00,0,Inverters,5E0AA74F
9.14374,32-114374,InvtPart,17000.00,0,Inverters,5E0AA74F
9.11232,37-111232,InvtPart,0.00,0,Other,5E0AA74F
9.5943,32-014917,InvtPart,3000.00,0,Inverters,5E0AA74F
9.11220,37-111220,InvtPart,0.00,0,Other,5E0AA74F
9.13545,32-113545,InvtPart,50000.00,0,Inverters,5E0AA74F
9.12671,37-112671,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.11501,31-111501,InvtPart,395.00,0,Modules,085D39D5
9.11974,31-111974,InvtPart,480.00,0,Modules,085D39D5
9.11770,31-111770,InvtPart,475.00,0,Modules,085D39D5
9.12150,31-112150,InvtPart,410.00,0,Modules,085D39D5
9.13651,40-113651,InvtPart,0.00,0,Charging Stations,5E0AA74F
9.5406,36-011485,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.5919,32-014909,InvtPart,8000.00,0,Inverters,5E0AA74F
9.5683,36-012776,InvtPart,0.00,0,Inverter Accessories,5E0AA74F
9.5397,32-011481,InvtPart,12000.00,0,Inverters,5E0AA74F
9.12482,38-112482,NonInvtPart,0.00,0,Other,5E0AA74F
9.6776,32-014921,InvtPart,5000.00,0,Inverters,5E0AA74F
9.14595,31-114595,InvtPart,505.00,0,Modules,D4942B98
9.14920,31-114920,InvtPart,505.00,0,Modules,D4942B98
9.8861,37-013383,InvtPart,0.00,0,Inverter Accessories,7D867071
9.11267,37-111267,InvtPart,0.00,0,Inverter Accessories,7D867071
9.13690,31-113690,InvtPart,565.00,0,Modules,A7A201AC
9.13688,31-113688,InvtPart,430.00,0,Modules,A7A201AC
9.13686,31-113686,InvtPart,420.00,0,Modules,A7A201AC
9.14533,31-114533,InvtPart,425.00,0,Modules,A7A201AC
9.14661,31-114661,InvtPart,445.00,0,Modules,A7A201AC
9.14660,31-114660,InvtPart,435.00,0,Modules,A7A201AC
9.14905,31-114905,InvtPart,475.00,0,Modules,A7A201AC
9.13687,31-113687,InvtPart,425.00,0,Modules,A7A201AC
9.14903,31-114903,InvtPart,470.00,0,Modules,A7A201AC
9.5024,32-011406,InvtPart,3600.00,0,Inverters,FFA227F9
9.12814,36-112814,InvtPart,0.00,0,Inverter Accessories,FFA227F9
9.3455,32-008303,InvtPart,10000.00,0,Inverters,FFA227F9
9.3575,32-008814,InvtPart,5500.00,0,Inverters,FFA227F9
9.4786,32-010625,InvtPart,17000.00,0,Inverters,FFA227F9
9.13740,32-113740,InvtPart,7000.00,0,Inverters,FFA227F9
9.13738,32-113738,InvtPart,4200.00,0,Inverters,FFA227F9
9.13741,32-113741,InvtPart,8500.00,0,Inverters,FFA227F9
9.13456,32-113456,InvtPart,30000.00,0,Inverters,FFA227F9
9.5005,32-010899,InvtPart,4600.00,0,Inverters,FFA227F9
9.3555,32-008301,InvtPart,7000.00,0,Inverters,FFA227F9
9.956,35-010673,NonInvtPart,0.00,0,Inverters,FFA227F9
9.1479,35-016733,NonInvtPart,0.00,0,Storage,FFA227F9
9.7329,32-017951,InvtPart,50000.00,0,Inverters,FFA227F9
9.15086,38-115086,NonInvtPart,0.00,0,Inverters,FFA227F9
9.13742,32-113742,InvtPart,10000.00,0,Inverters,FFA227F9
9.8334,36-010588,InvtPart,0.00,0,Inverter Accessories,FFA227F9
9.12191,31-112191,InvtPart,365.00,0,Modules,12023C97
9.13691,31-113691,InvtPart,565.00,0,Modules,A7A201AC
9.12973,31-112973,InvtPart,420.00,0,Modules,A7A201AC
9.13689,31-113689,InvtPart,560.00,0,Modules,A7A201AC
9.14996,31-114996,InvtPart,475.00,0,Modules,A7A201AC
9.14662,31-114662,InvtPart,440.00,0,Modules,A7A201AC
9.13693,31-113693,InvtPart,570.00,0,Modules,A7A201AC
9.14565,31-114565,InvtPart,470.00,0,Modules,A7A201AC
9.16783,31-116783,InvtPart,470.00,0,Modules,A7A201AC
9.12934,31-112934,InvtPart,415.00,0,Modules,A7A201AC
9.13739,32-113739,InvtPart,5500.00,0,Inverters,FFA227F9
9.13652,36-113652,InvtPart,0.00,0,Inverter Accessories,FFA227F9
9.3684,32-008302,InvtPart,8500.00,0,Inverters,FFA227F9
9.5028,32-011402,InvtPart,2000.00,0,Inverters,FFA227F9
9.5041,32-011405,InvtPart,3000.00,0,Inverters,FFA227F9
9.4468,32-008813,InvtPart,4200.00,0,Inverters,FFA227F9
9.5019,32-011404,InvtPart,3000.00,0,Inverters,FFA227F9
9.7322,32-017938,InvtPart,5000.00,0,Inverters,FFA227F9
9.7318,32-017952,InvtPart,60000.00,0,Inverters,FFA227F9
9.5351,32-011401,InvtPart,1500.00,0,Inverters,FFA227F9
9.5038,32-011403,InvtPart,2500.00,0,Inverters,FFA227F9
9.7253,31-017767,InvtPart,365.00,0,Modules,12023C97
9.6196,31-013394,InvtPart,355.00,0,Modules,12023C97
9.7146,31-017760,InvtPart,350.00,0,Modules,12023C97
9.8282,37-007687,InvtPart,0.00,0,Other,418F0656
9.10165,35-012408,InvtPart,0.00,9800,Storage,418F0656
9.4156,35-008747,InvtPart,0.00,0,Storage,418F0656
9.10161,35-006943,InvtPart,0.00,7000,Storage,418F0656
9.13745,35-113745,InvtPart,0.00,0,Storage,418F0656
9.13755,35-113755,InvtPart,0.00,0,Storage,418F0656
9.13505,40-013505,InvtPart,0.00,0,Storage,418F0656
9.11348,35-111348,InvtPart,0.00,10000,Storage,418F0656
9.10261,35-006946,InvtPart,0.00,7000,Storage,418F0656
9.7128,31-017712,InvtPart,400.00,0,Modules,085D39D5
9.12200,31-112200,InvtPart,395.00,0,Modules,085D39D5
9.6161,31-014132,InvtPart,345.00,0,Modules,085D39D5
9.12564,31-112564,InvtPart,485.00,0,Modules,085D39D5
9.5737,31-014134,InvtPart,350.00,0,Modules,085D39D5
9.12402,31-112402,InvtPart,400.00,0,Modules,085D39D5
9.7134,40-017340,InvtPart,0.00,0,Modules,085D39D5
9.16793,31-116793,InvtPart,435.00,0,Modules,085D39D5
9.13722,40-113722,InvtPart,0.00,0,Modules,085D39D5
9.14380,40-114380,InvtPart,0.00,0,Modules,085D39D5
9.14381,40-114381,InvtPart,0.00,0,Modules,085D39D5
9.5366,36-011536,InvtPart,0.00,0,Inverter Accessories,76F575A6
9.5385,32-011528,InvtPart,33000.00,0,Inverters,76F575A6
9.5396,32-011525,InvtPart,20000.00,0,Inverters,76F575A6
9.12926,31-112926,InvtPart,410.00,0,Modules,D4942B98
9.12485,31-112485,InvtPart,545.00,0,Modules,D4942B98
9.14615,31-114615,InvtPart,570.00,0,Modules,D4942B98
9.12777,31-112777,InvtPart,460.00,0,Modules,D4942B98
9.12737,31-112737,InvtPart,390.00,0,Modules,D4942B98
9.12847,31-112847,InvtPart,545.00,0,Modules,D4942B98
9.14567,31-114567,InvtPart,465.00,0,Modules,D4942B98
9.14808,31-114808,InvtPart,425.00,0,Modules,D4942B98
9.4479,31-009338,InvtPart,330.00,0,Modules,12023C97
9.5449,35-011741,InvtPart,0.00,6500,Storage,418F0656
9.10164,35-013150,InvtPart,0.00,9800,Storage,418F0656
9.8963,37-014927,InvtPart,0.00,0,Other,418F0656
9.13746,35-113746,InvtPart,0.00,4300,Storage,418F0656
9.11347,35-111347,InvtPart,0.00,16000,Storage,418F0656
9.13657,31-113657,InvtPart,550.00,0,Modules,E70A01BB
9.11382,31-111382,InvtPart,395.00,0,Modules,085D39D5
9.13472,31-113472,InvtPart,415.00,0,Modules,085D39D5
9.13723,40-113723,InvtPart,0.00,0,Modules,085D39D5
9.13578,31-113578,InvtPart,430.00,0,Modules,085D39D5
9.13581,31-113581,InvtPart,440.00,0,Modules,085D39D5
9.13040,31-113040,InvtPart,490.00,0,Modules,085D39D5
9.5390,36-011535,InvtPart,0.00,0,Inverter Accessories,76F575A6
9.5386,32-011530,InvtPart,110000.00,0,Inverters,76F575A6
9.14795,31-114795,InvtPart,540.00,0,Modules,D4942B98
9.14752,31-114752,InvtPart,560.00,0,Modules,D4942B98
9.9853,31-018199,InvtPart,490.00,0,Modules,D4942B98
9.14433,31-114433,InvtPart,415.00,0,Modules,D4942B98
9.14785,31-114785,InvtPart,545.00,0,Modules,D4942B98
9.12624,31-112624,InvtPart,455.00,0,Modules,D4942B98
9.13389,31-113389,InvtPart,345.00,0,Modules,D4942B98
9.14089,31-114089,InvtPart,500.00,0,Modules,D4942B98
9.13720,31-113720,InvtPart,550.00,0,Modules,D4942B98
9.12684,31-112684,InvtPart,395.00,0,Modules,D4942B98
9.6805,31-016316,InvtPart,410.00,0,Modules,D4942B98
9.11487,31-111487,InvtPart,540.00,0,Modules,D4942B98
9.11354,31-111354,InvtPart,450.00,0,Modules,D4942B98
9.5686,31-012774,InvtPart,345.00,0,Modules,D4942B98
9.9951,31-017970,InvtPart,490.00,0,Modules,D4942B98
9.12724,31-112724,InvtPart,540.00,0,Modules,D4942B98
9.12016,31-112016,InvtPart,530.00,0,Modules,D4942B98
9.12486,31-112486,InvtPart,540.00,0,Modules,D4942B98
9.13721,31-113721,InvtPart,385.00,0,Modules,D4942B98
9.14382,31-114382,InvtPart,405.00,0,Modules,D4942B98
9.13540,31-113540,InvtPart,545.00,0,Modules,D4942B98
9.14700,31-114700,InvtPart,560.00,0,Modules,D4942B98
9.13405,31-113405,InvtPart,405.00,0,Modules,D4942B98
9.16686,31-116686,InvtPart,560.00,0,Modules,D4942B98
9.10869,31-110869,InvtPart,385.00,0,Modules,D4942B98
9.14704,31-114704,InvtPart,545.00,0,Modules,D4942B98
9.11499,31-111499,InvtPart,400.00,0,Modules,D4942B98
9.10868,31-110868,InvtPart,380.00,0,Modules,D4942B98
9.14087,31-114087,InvtPart,545.00,0,Modules,D4942B98
9.5360,31-011418,InvtPart,325.00,0,Modules,D4942B98
9.15007,31-115007,InvtPart,435.00,0,Modules,E70A01BB
9.14041,31-114041,InvtPart,550.00,0,Modules,E70A01BB
9.13675,31-113675,InvtPart,415.00,0,Modules,E70A01BB
9.14428,31-114428,InvtPart,505.00,0,Modules,E70A01BB
9.14794,31-114794,InvtPart,575.00,0,Modules,E70A01BB
9.13655,31-113655,InvtPart,400.00,0,Modules,E70A01BB
9.16659,31-116659,InvtPart,530.00,0,Modules,E70A01BB
9.12688,31-112688,InvtPart,535.00,0,Modules,E70A01BB
9.12577,31-112577,InvtPart,370.00,0,Modules,E70A01BB
9.13731,31-113731,InvtPart,545.00,0,Modules,E70A01BB
9.12546,31-112546,InvtPart,535.00,0,Modules,D4942B98
9.13455,31-113455,InvtPart,410.00,0,Modules,D4942B98
9.14703,31-114703,InvtPart,550.00,0,Modules,D4942B98
9.14434,31-114434,InvtPart,420.00,0,Modules,D4942B98
9.11910,31-111910,InvtPart,405.00,0,Modules,D4942B98
9.16580,31-116580,InvtPart,565.00,0,Modules,D4942B98
9.12725,31-112725,InvtPart,540.00,0,Modules,D4942B98
9.11434,31-111434,InvtPart,460.00,0,Modules,D4942B98
9.12607,31-112607,InvtPart,540.00,0,Modules,D4942B98
9.14784,31-114784,InvtPart,550.00,0,Modules,D4942B98
9.14626,31-114626,InvtPart,565.00,0,Modules,D4942B98
9.11433,31-111433,InvtPart,455.00,0,Modules,D4942B98
9.14411,31-114411,InvtPart,565.00,0,Modules,D4942B98
9.14097,31-114097,InvtPart,545.00,0,Modules,D4942B98
9.13560,31-113560,InvtPart,545.00,0,Modules,D4942B98
9.13406,31-113406,InvtPart,540.00,0,Modules,D4942B98
9.14214,31-114214,InvtPart,540.00,0,Modules,D4942B98
9.14696,31-114696,InvtPart,385.00,0,Modules,D4942B98
9.14440,31-114440,InvtPart,405.00,0,Modules,D4942B98
9.5863,31-012773,InvtPart,340.00,0,Modules,D4942B98
9.14202,31-114202,InvtPart,550.00,0,Modules,D4942B98
9.12173,31-112173,InvtPart,405.00,0,Modules,D4942B98
9.7314,31-017969,InvtPart,495.00,0,Modules,D4942B98
9.12130,31-112130,InvtPart,415.00,0,Modules,D4942B98
9.7326,31-017988,InvtPart,455.00,0,Modules,D4942B98
9.11432,31-111432,InvtPart,450.00,0,Modules,D4942B98
9.1497,31-006236,InvtPart,325.00,0,Modules,D4942B98
9.5442,31-011786,InvtPart,0.00,0,Other,D4942B98
9.12578,31-112578,InvtPart,375.00,0,Modules,E70A01BB
9.11484,31-111484,InvtPart,545.00,0,Modules,E70A01BB
9.6961,31-016754,InvtPart,360.00,0,Modules,E70A01BB
9.7018,31-016755,InvtPart,375.00,0,Modules,E70A01BB
9.12775,31-112775,InvtPart,410.00,0,Modules,E70A01BB
9.14842,40-114842,InvtPart,425.00,0,Modules,E70A01BB
9.13698,31-113698,InvtPart,405.00,0,Modules,E70A01BB
9.13557,03-001516,InvtPart,0.00,0,Racking,1D56D199
9.2304,03-000132,InvtPart,0.00,0,Racking,1D56D199
9.12940,03-001493,InvtPart,0.00,0,Racking,1D56D199
9.2494,03-000001,InvtPart,0.00,0,Racking,1D56D199
9.7067,03-001237,InvtPart,0.00,0,Racking,1D56D199
9.15099,03-001533,InvtPart,0.00,0,Racking,1D56D199
9.4498,03-000136,InvtPart,0.00,0,Racking,1D56D199
9.7061,03-001346,InvtPart,0.00,0,Racking,1D56D199
9.15098,03-001537,InvtPart,0.00,0,Racking,1D56D199
9.15108,03-001542,InvtPart,0.00,0,Racking,1D56D199
9.3453,03-000685,InvtPart,0.00,0,Racking,1D56D199
9.13385,03-001479,InvtPart,0.00,0,Racking,1D56D199
9.14893,03-001698,InvtPart,0.00,0,Racking,1D56D199
9.3690,03-000722,InvtPart,0.00,0,Racking,1D56D199
9.2311,03-000407,InvtPart,0.00,0,Racking,1D56D199
9.5480,03-000118,InvtPart,0.00,0,Racking,1D56D199
9.3692,03-000216,InvtPart,0.00,0,Racking,1D56D199
9.4503,03-001223,InvtPart,0.00,0,Racking,1D56D199
9.3340,03-000219,InvtPart,0.00,0,Racking,1D56D199
9.13446,03-001005,InvtPart,0.00,0,Racking,1D56D199
9.7016,03-001369,InvtPart,0.00,0,Racking,1D56D199
9.2286,03-000893,InvtPart,0.00,0,Racking,1D56D199
9.11296,03-001378,InvtPart,0.00,0,Racking,1D56D199
9.2266,03-000259,InvtPart,0.00,0,Racking,1D56D199
9.2464,03-000254,InvtPart,0.00,0,Racking,1D56D199
9.3451,03-000310,InvtPart,0.00,0,Racking,1D56D199
9.6830,03-001236,InvtPart,0.00,0,Racking,1D56D199
9.3752,03-000300,InvtPart,0.00,0,Racking,1D56D199
9.3306,03-000409,InvtPart,0.00,0,Racking,1D56D199
9.2314,03-000694,InvtPart,0.00,0,Racking,1D56D199
9.5676,03-000957,InvtPart,0.00,0,Racking,1D56D199
9.10906,03-001129,InvtPart,0.00,0,Racking,1D56D199
9.4467,03-000028,InvtPart,0.00,0,Racking,1D56D199
9.2952,03-000977,InvtPart,0.00,0,Racking,1D56D199
9.4489,03-001111,InvtPart,0.00,0,Racking,1D56D199
9.3664,03-000266,InvtPart,0.00,0,Racking,1D56D199
9.3329,03-000114,InvtPart,0.00,0,Racking,1D56D199
9.3554,03-000309,InvtPart,0.00,0,Racking,1D56D199
9.2340,03-000631,InvtPart,0.00,0,Racking,1D56D199
9.3652,03-000693,InvtPart,0.00,0,Racking,1D56D199
9.3970,03-000135,InvtPart,0.00,0,Racking,1D56D199
9.15270,03-001578,InvtPart,0.00,0,Racking,1D56D199
9.3651,03-000161,InvtPart,0.00,0,Racking,1D56D199
9.5504,03-000860,InvtPart,0.00,0,Racking,1D56D199
9.5883,03-000737,InvtPart,0.00,0,Racking,1D56D199
9.5376,03-001069,InvtPart,0.00,0,Racking,1D56D199
9.6982,03-001365,InvtPart,0.00,0,Racking,1D56D199
9.5751,03-000861,InvtPart,0.00,0,Racking,1D56D199
9.14786,40-114786,InvtPart,0.00,0,Modules,1D56D199
9.12805,12-001037,InvtPart,0.00,0,Racking,1D56D199
9.13638,03-001523,InvtPart,0.00,0,Racking,1D56D199
9.16600,03-001702,InvtPart,0.00,0,Racking,1D56D199
9.15111,03-001632,InvtPart,0.00,0,Racking,1D56D199
9.13678,03-001588,InvtPart,0.00,0,Racking,1D56D199
9.14789,40-114789,InvtPart,0.00,0,Racking,1D56D199
9.14405,03-001375,InvtPart,0.00,0,Racking,1D56D199
9.12647,03-001416,InvtPart,0.00,0,Racking,1D56D199
9.12946,03-001508,InvtPart,0.00,0,Racking,1D56D199
9.16748,40-116748,InvtPart,0.00,0,Racking,1D56D199
9.6759,03-001366,InvtPart,0.00,0,Racking,1D56D199
9.13637,03-001522,InvtPart,0.00,0,Racking,1D56D199
9.4846,03-000985,InvtPart,0.00,0,Racking,1D56D199
9.14790,40-114790,InvtPart,0.00,0,Racking,1D56D199
9.3663,03-000203,InvtPart,0.00,0,Racking,1D56D199
9.3273,03-000226,InvtPart,0.00,0,Racking,1D56D199
9.12604,31-112604,InvtPart,375.00,0,Modules,E70A01BB
9.10590,31-110590,InvtPart,370.00,0,Modules,E70A01BB
9.12882,31-112882,InvtPart,545.00,0,Modules,E70A01BB
9.11498,31-111498,InvtPart,540.00,0,Modules,E70A01BB
9.11383,31-111383,InvtPart,535.00,0,Modules,E70A01BB
9.15008,31-115008,InvtPart,580.00,0,Modules,E70A01BB
9.14889,31-114889,InvtPart,430.00,0,Modules,E70A01BB
9.7109,31-017212,InvtPart,450.00,0,Modules,E70A01BB
9.6200,31-014931,InvtPart,430.00,0,Modules,E70A01BB
9.11410,31-111410,InvtPart,410.00,0,Modules,E70A01BB
9.12883,31-112883,InvtPart,540.00,0,Modules,E70A01BB
9.11345,31-111345,InvtPart,365.00,0,Modules,E70A01BB
9.14570,40-114570,InvtPart,415.00,0,Modules,E70A01BB
9.14695,31-114695,InvtPart,570.00,0,Modules,E70A01BB
9.11103,03-000971,InvtPart,0.00,0,Racking,1D56D199
9.7732,03-001417,InvtPart,0.00,0,Racking,1D56D199
9.15109,03-001681,InvtPart,0.00,0,Racking,1D56D199
9.2551,03-000280,InvtPart,0.00,0,Racking,1D56D199
9.3658,03-000314,InvtPart,0.00,0,Racking,1D56D199
9.11419,03-001441,InvtPart,0.00,0,Racking,1D56D199
9.15102,03-001649,InvtPart,0.00,0,Racking,1D56D199
9.11004,03-001075,InvtPart,0.00,0,Racking,1D56D199
9.5359,03-001243,InvtPart,0.00,0,Racking,1D56D199
9.3953,03-001108,InvtPart,0.00,0,Racking,1D56D199
9.5735,03-001281,InvtPart,0.00,0,Racking,1D56D199
9.13361,03-001530,InvtPart,0.00,0,Racking,1D56D199
9.6952,03-001408,InvtPart,0.00,0,Racking,1D56D199
9.13447,03-000972,InvtPart,0.00,0,Racking,1D56D199
9.2322,03-000269,InvtPart,0.00,0,Racking,1D56D199
9.3263,03-000082,InvtPart,0.00,0,Racking,1D56D199
9.3286,03-000508,InvtPart,0.00,0,Racking,1D56D199
9.12483,03-001474,InvtPart,0.00,0,Racking,1D56D199
9.3151,03-000841,InvtPart,0.00,0,Racking,1D56D199
9.2344,03-000197,InvtPart,0.00,0,Racking,1D56D199
9.13452,03-001529,InvtPart,0.00,0,Racking,1D56D199
9.16308,03-001653,InvtPart,0.00,0,Racking,1D56D199
9.10907,03-001006,InvtPart,0.00,0,Racking,1D56D199
9.3671,03-000575,InvtPart,0.00,0,Racking,1D56D199
9.3328,03-000243,InvtPart,0.00,0,Racking,1D56D199
9.3152,03-000873,InvtPart,0.00,0,Racking,1D56D199
9.15271,03-001579,InvtPart,0.00,0,Racking,1D56D199
9.10910,03-001013,InvtPart,0.00,0,Racking,1D56D199
