guid,locationGuid,itemGuid,quantityAvailable,quantityBackOrdered,quantityCommitted,quantityInTransit,quantityOnHand,quantityOnOrder,averageCost,SubsidiaryID
9.299.9.12509,9.299,9.12509,36,0,8,0,44,24,2508.86,J
9.244.9.14374,9.244,9.14374,3,0,1,0,4,0,3012.83,J
9.282.9.14374,9.282,9.14374,23,0,0,0,23,0,4838.74,J
9.261.9.14374,9.261,9.14374,5,0,0,0,5,0,3012.83,J
9.13.9.11220,9.13,9.1122,32,0,0,0,32,0,6.28,J
9.282.9.11220,9.282,9.1122,115,0,0,0,115,0,0.0245862,J
9.278.9.11220,9.278,9.1122,1,0,0,0,1,1,103.62,J
9.261.9.11220,9.261,9.1122,0,2,0,0,0,2,105.6924,J
9.299.9.11229,9.299,9.11229,8,0,0,0,8,0,0,J
9.244.9.11229,9.244,9.11229,1,0,0,0,1,0,0,J
9.13.9.11229,9.13,9.11229,5,0,0,0,5,0,3.14,J
9.282.9.11229,9.282,9.11229,12,0,0,0,12,0,0.0287938,J
9.13.9.12663,9.13,9.12663,40,0,0,0,40,0,64.0874,J
9.278.9.12663,9.278,9.12663,166,0,0,0,166,0,64.3072,J
9.278.9.8787,9.278,9.8787,994,0,0,0,994,0,51.0288308,J
9.265.9.8787,9.265,9.8787,2,0,0,0,2,0,51.0878,J
9.261.9.8787,9.261,9.8787,3268,0,14,0,3282,0,51.1076762,J
9.261.9.2153,9.261,9.2153,0,0,3,0,3,0,461.2032,J
9.299.9.2153,9.299,9.2153,6,0,1,0,7,50,459.1442706,J
9.13.9.7709,9.13,9.7709,9,0,0,0,9,0,3247.496142,J
9.282.9.7709,9.282,9.7709,8,0,0,0,8,0,3637.376,J
9.300.9.7709,9.3,9.7709,1,0,0,0,1,0,0,J
9.299.9.7709,9.299,9.7709,4,0,0,0,4,0,3491.60935,J
9.261.9.12664,9.261,9.12664,0,0,3,0,3,0,14869.6584,J
9.283.9.7040,9.283,9.704,1,0,0,0,1,0,3.5482,J
9.284.9.7040,9.284,9.704,700,0,0,0,700,0,0,J
9.300.9.7040,9.3,9.704,4,0,0,0,4,0,0,J
9.299.9.7040,9.299,9.704,34223,0,2560,0,36783,0,3.7366,J
9.254.9.7040,9.254,9.704,3,0,1,0,4,0,0,J
9.13.9.7040,9.13,9.704,2860,0,0,0,2860,0,3.5482,J
9.282.9.7040,9.282,9.704,437597,0,610,0,438207,0,3.5336618,J
9.299.9.12483,9.299,9.12483,0,0,1615,0,1615,0,1.9528916,J
9.281.9.14794,9.281,9.14794,1,0,0,0,1,0,3.14,J
9.282.9.14794,9.282,9.14794,9,0,0,0,9,0,212.8431416,J
9.284.9.13675,9.284,9.13675,2,0,0,0,2,0,347.6765,J
9.282.9.12528,9.282,9.12528,15,0,2,0,17,0,4423.1296,J
9.13.9.7074,9.13,9.7074,1,0,0,0,1,0,4854.9424,J
9.282.9.7074,9.282,9.7074,16,0,0,0,16,0,5406.6404,J
9.278.9.7074,9.278,9.7074,8,0,0,0,8,0,4854.9424,J
9.261.9.7074,9.261,9.7074,12,0,0,0,12,0,3310.188,J
9.299.9.11994,9.299,9.11994,17,0,0,0,17,0,2950.7208,J
9.282.9.11994,9.282,9.11994,31,0,0,0,31,0,5769.927253,J
9.278.9.12552,9.278,9.12552,0,0,1,0,1,0,781.703,J
9.261.9.12552,9.261,9.12552,0,0,2,0,2,0,418.248,J
9.250.9.12552,9.25,9.12552,1,0,0,0,1,0,557.664,J
9.300.9.12552,9.3,9.12552,1,0,0,0,1,0,0,J
9.299.9.12552,9.299,9.12552,63,0,2,0,65,0,789.7728,J
9.244.9.12552,9.244,9.12552,4,0,2,0,6,0,418.248,J
9.250.9.8787,9.25,9.8787,4,0,0,0,4,0,48.6386,J
9.246.9.8787,9.246,9.8787,118,0,0,0,118,0,15.3232,J
9.299.9.8787,9.299,9.8787,340,0,247,0,587,0,48.1615398,J
9.244.9.8787,9.244,9.8787,1941,0,75,0,2016,0,51.0880198,J
9.244.9.5454,9.244,9.5454,256,0,38,0,294,0,5.4636,J
9.244.9.4466,9.244,9.4466,0,0,0,0,0,30,0.2198,J
9.13.9.4466,9.13,9.4466,1917,0,104,0,2021,0,0.1884,J
9.282.9.4466,9.282,9.4466,0,550,2228,0,2228,0,0.247432,J
9.278.9.4466,9.278,9.4466,1212,0,0,0,1212,0,0.198762,J
9.261.9.4466,9.261,9.4466,0,0,0,0,0,105,0.2512,J
9.300.9.4466,9.3,9.4466,3,0,0,0,3,0,0,J
9.299.9.4466,9.299,9.4466,7545,0,2352,0,9897,10000,0.2415602,J
9.278.9.2263,9.278,9.2263,125,0,0,0,125,0,90.5101232,J
9.300.9.2263,9.3,9.2263,4,0,0,0,4,0,0,J
9.299.9.2263,9.299,9.2263,129,0,0,0,129,624,80.6174276,J
9.254.9.2263,9.254,9.2263,1,0,0,0,1,0,0,J
9.261.9.15102,9.261,9.15102,897,0,0,0,897,0,18.3763476,J
9.300.9.15102,9.3,9.15102,2,0,0,0,2,0,0,J
9.299.9.15102,9.299,9.15102,0,0,0,0,0,250,19.37694,J
9.244.9.15102,9.244,9.15102,59,0,0,0,59,0,18.683,J
9.13.9.15102,9.13,9.15102,19,0,0,0,19,0,18.5574,J
9.282.9.15102,9.282,9.15102,237,0,0,0,237,0,18.5515596,J
9.278.9.15102,9.278,9.15102,374,0,18,0,392,0,18.3074874,J
9.13.9.15109,9.13,9.15109,49,0,0,0,49,0,15.6058,J
9.282.9.15109,9.282,9.15109,571,0,0,0,571,0,15.8259768,J
9.278.9.15109,9.278,9.15109,52,0,60,0,112,100,15.6997174,J
9.283.9.15109,9.283,9.15109,4,0,0,0,4,0,15.8256,J
9.261.9.15109,9.261,9.15109,0,0,0,0,0,60,15.229,J
9.300.9.15109,9.3,9.15109,2,0,0,0,2,0,0,J
9.299.9.15109,9.299,9.15109,219,0,22,0,241,0,16.2112548,J
9.261.9.7732,9.261,9.7732,31,0,0,0,31,0,142.9328,J
9.13.9.7732,9.13,9.7732,178,0,0,0,178,0,142.4618,J
9.244.9.15064,9.244,9.15064,0,0,0,0,0,20,0,J
9.250.9.14365,9.25,9.14365,1,0,0,0,1,0,0,J
9.299.9.14365,9.299,9.14365,28,0,3,0,31,54,964.2615952,J
9.13.9.14365,9.13,9.14365,15,0,0,0,15,0,1581.237024,J
9.13.9.14676,9.13,9.14676,36,0,0,0,36,0,242.2824,J
9.278.9.14676,9.278,9.14676,329,0,0,0,329,0,242.19134,J
9.299.9.14676,9.299,9.14676,1816,0,0,0,1816,0,241.78,J
9.261.9.2078,9.261,9.2078,0,7,0,0,0,6,461.2032,J
9.299.9.2078,9.299,9.2078,10,0,5,0,15,50,459.14964,J
9.244.9.2078,9.244,9.2078,3,0,5,0,8,10,461.2032,J
9.278.9.1525,9.278,9.1525,11,0,0,0,11,0,3086.3688,J
9.13.9.14367,9.13,9.14367,0,4,0,0,0,108,423.6488,J
9.299.9.14710,9.299,9.1471,1244,0,34,0,1278,0,257.48,J
9.13.9.14710,9.13,9.1471,7,0,0,0,7,0,257.4486,J
9.13.9.12814,9.13,9.12814,0,0,0,0,0,200,256.224,J
9.282.9.12814,9.282,9.12814,56,0,0,0,56,0,768.672,J
9.299.9.7329,9.299,9.7329,15,0,2,0,17,20,4197.3322,J
9.244.9.13452,9.244,9.13452,6198,0,3783,0,9981,500,4.9726924,J
9.282.9.13452,9.282,9.13452,176,0,0,0,176,0,6.594,J
9.261.9.13452,9.261,9.13452,1680,0,2120,0,3800,6500,6.594,J
9.282.9.11762,9.282,9.11762,45,0,1,0,46,0,818.711982,J
9.299.9.11762,9.299,9.11762,3,0,0,0,3,0,816.4,J
9.13.9.5478,9.13,9.5478,36,0,3,0,39,0,5.495,J
9.278.9.5478,9.278,9.5478,342,0,0,0,342,0,5.5229146,J
9.299.9.5478,9.299,9.5478,20,0,0,0,20,0,5.4636,J
9.250.9.5073,9.25,9.5073,1,0,0,0,1,0,738.842,J
9.300.9.5073,9.3,9.5073,3,0,0,0,3,0,0,J
9.281.9.12530,9.281,9.1253,2,0,0,0,2,0,3.14,J
9.250.9.12530,9.25,9.1253,1,0,0,0,1,0,802.3642,J
9.13.9.12530,9.13,9.1253,2,0,14,0,16,0,970.26,J
9.261.9.12530,9.261,9.1253,0,2,0,0,0,0,989.6652,J
9.299.9.12530,9.299,9.1253,0,0,1,0,1,0,977.7646,J
9.278.9.4498,9.278,9.4498,3608,0,0,0,3608,0,5.1399288,J
9.261.9.4498,9.261,9.4498,2535,0,192,0,2727,0,5.181,J
9.244.9.4498,9.244,9.4498,4371,0,559,0,4930,0,5.181,J
9.261.9.4503,9.261,9.4503,183,0,0,0,183,0,3.3912,J
9.299.9.4503,9.299,9.4503,0,248,0,0,0,1200,3.4330562,J
9.278.9.15099,9.278,9.15099,0,72,434,0,434,600,52.1868,J
9.283.9.15099,9.283,9.15099,3,0,0,0,3,0,53.1602,J
9.261.9.15099,9.261,9.15099,393,0,53,0,446,840,51.1506,J
9.299.9.15099,9.299,9.15099,1228,0,254,0,1482,560,52.1014862,J
9.254.9.15099,9.254,9.15099,1,0,0,0,1,0,0,J
9.265.9.15099,9.265,9.15099,2,0,0,0,2,0,51.1506,J
9.244.9.15099,9.244,9.15099,218,0,93,0,311,0,51.1506,J
9.13.9.15099,9.13,9.15099,0,35,0,0,0,360,51.1506,J
9.302.9.15099,9.302,9.15099,176,0,0,0,176,0,51.1506,J
9.261.9.2266,9.261,9.2266,10440,0,860,0,11300,0,0.9836992,J
9.244.9.2266,9.244,9.2266,8394,0,750,0,9144,0,1.0384608,J
9.250.9.2266,9.25,9.2266,100,0,0,0,100,0,3.52936,J
9.13.9.2266,9.13,9.2266,416,0,0,0,416,0,4.867,J
9.282.9.4847,9.282,9.4847,0,47,31,0,31,288,172.0173012,J
9.282.9.5917,9.282,9.5917,34,0,0,0,34,0,1956.22,J
9.278.9.5917,9.278,9.5917,0,10,13,0,13,48,1919.1994,J
9.299.9.5917,9.299,9.5917,664,0,74,0,738,0,1915.009164,J
9.299.9.5918,9.299,9.5918,1,0,0,0,1,0,0,J
9.267.9.5969,9.267,9.5969,0,0,1,0,1,0,1453.82,J
9.261.9.5969,9.261,9.5969,25,0,0,0,25,0,1409.86,J
9.250.9.5969,9.25,9.5969,1,0,0,0,1,0,2390.325,J
9.299.9.5969,9.299,9.5969,49,0,32,0,81,24,1270.75373,J
9.244.9.5969,9.244,9.5969,5,0,0,0,5,0,1409.86,J
9.13.9.5969,9.13,9.5969,37,0,13,0,50,48,1389.520336,J
9.282.9.5969,9.282,9.5969,31,0,0,0,31,0,1409.86,J
9.297.9.14373,9.297,9.14373,1,0,0,0,1,0,3644.6294,J
9.282.9.14373,9.282,9.14373,2,0,1,0,3,0,4661.853344,J
9.278.9.14373,9.278,9.14373,1,0,0,0,1,0,4662.9,J
9.244.9.10860,9.244,9.1086,2,0,0,0,2,0,4205.559,J
9.282.9.1928,9.282,9.1928,2,0,0,0,2,0,486.7471,J
9.278.9.1928,9.278,9.1928,7,0,0,0,7,0,385.2466,J
9.261.9.1928,9.261,9.1928,2,0,0,0,2,0,503.5304,J
9.299.9.1928,9.299,9.1928,14,0,2,0,16,0,442.5889032,J
9.244.9.1928,9.244,9.1928,3,0,0,0,3,0,506.639,J
9.261.9.14373,9.261,9.14373,6,0,1,0,7,0,4662.9,J
9.300.9.14373,9.3,9.14373,1,0,0,0,1,0,0,J
9.299.9.14373,9.299,9.14373,14,0,0,0,14,49,4662.9,J
9.244.9.14373,9.244,9.14373,12,0,0,0,12,0,4662.9,J
9.299.9.5041,9.299,9.5041,35,0,0,0,35,0,1089.65894,J
9.299.9.2340,9.299,9.234,29,0,123,0,152,100,0.9802138,J
9.300.9.3652,9.3,9.3652,1,0,0,0,1,0,0,J
9.13.9.3652,9.13,9.3652,590,0,0,0,590,0,1.1695558,J
9.299.9.3652,9.299,9.3652,94,0,30,0,124,0,3.4813494,J
9.254.9.3652,9.254,9.3652,1,0,0,0,1,0,0,J
9.282.9.3652,9.282,9.3652,8,0,0,0,8,0,4.41955,J
9.278.9.3652,9.278,9.3652,4256,0,0,0,4256,0,3.204527,J
9.278.9.3554,9.278,9.3554,666,0,1550,0,2216,0,4.2385604,J
9.299.9.3554,9.299,9.3554,337,0,32,0,369,0,2.5854446,J
9.261.9.3554,9.261,9.3554,1244,0,450,0,1694,0,4.239,J
9.300.9.3554,9.3,9.3554,8,0,0,0,8,0,0,J
9.244.9.3554,9.244,9.3554,60,0,30,0,90,0,4.239,J
9.13.9.3554,9.13,9.3554,10037,0,1102,0,11139,0,4.2389058,J
9.244.9.5676,9.244,9.5676,3592,0,0,0,3592,0,0.2965102,J
9.261.9.5676,9.261,9.5676,68,0,0,0,68,0,0.314,J
9.299.9.12892,9.299,9.12892,228,0,4,0,232,0,69.3964492,J
9.244.9.12892,9.244,9.12892,0,0,20,0,20,44,73.9784,J
9.13.9.12892,9.13,9.12892,174,0,0,0,174,0,74.104,J
9.278.9.12892,9.278,9.12892,163,0,8,0,171,0,72.7220232,J
9.278.9.14343,9.278,9.14343,60,0,3,0,63,0,835.8430684,J
9.261.9.14343,9.261,9.14343,222,0,21,0,243,156,837.7757698,J
9.281.9.14343,9.281,9.14343,1,0,0,0,1,0,0,J
9.250.9.14343,9.25,9.14343,1,0,0,0,1,0,830.53,J
9.299.9.14343,9.299,9.14343,645,0,16,0,661,0,832.603499,J
9.266.9.3663,9.266,9.3663,840,0,0,0,840,0,10.99,J
9.261.9.3663,9.261,9.3663,0,1212,0,0,0,1500,10.3306,J
9.300.9.3663,9.3,9.3663,1,0,0,0,1,0,0,J
9.244.9.14343,9.244,9.14343,229,0,59,0,288,204,842.4089026,J
9.261.9.2340,9.261,9.234,35,0,0,0,35,0,0.9106,J
9.300.9.2340,9.3,9.234,1,0,0,0,1,0,0,J
9.13.9.6828,9.13,9.6828,0,2,1,0,1,2,560.176,J
9.282.9.11996,9.282,9.11996,56,0,0,0,56,0,6568.222829,J
9.300.9.11996,9.3,9.11996,1,0,0,0,1,0,0,J
9.299.9.11996,9.299,9.11996,12,0,1,0,13,0,3285.553507,J
9.261.9.11996,9.261,9.11996,2,0,0,0,2,0,3058.7368,J
9.282.9.12732,9.282,9.12732,644,0,2,0,646,0,592.832,J
9.261.9.12732,9.261,9.12732,111,0,0,0,111,0,398.152,J
9.244.9.12732,9.244,9.12732,117,0,0,0,117,0,398.152,J
9.299.9.7059,9.299,9.7059,4,0,0,0,4,4,5034.88795,J
9.302.9.11764,9.302,9.11764,1,0,0,0,1,0,3956.4,J
9.282.9.11764,9.282,9.11764,16,0,0,0,16,10,2596.152,J
9.261.9.11764,9.261,9.11764,0,1,18,0,18,3,3139.895344,J
9.299.9.11764,9.299,9.11764,0,8,2,0,2,4,3548.0744,J
9.244.9.11764,9.244,9.11764,5,0,2,3,7,0,3574.89,J
9.254.9.3345,9.254,9.3345,1,0,0,0,1,0,0,J
9.244.9.3345,9.244,9.3345,0,4881,2700,0,2700,20950,8.007,J
9.7.9.3345,9.7,9.3345,5,0,0,0,5,0,6.06648,J
9.282.9.3345,9.282,9.3345,12,0,0,0,12,0,0.0314,J
9.261.9.3345,9.261,9.3345,0,903,2217,0,2217,20650,7.9786772,J
9.300.9.2960,9.3,9.296,2,0,0,0,2,0,0,J
9.299.9.2960,9.299,9.296,1249,0,22,0,1271,750,3.2673898,J
9.254.9.2960,9.254,9.296,2,0,1,0,3,0,0,J
9.261.9.2960,9.261,9.296,747,0,1201,0,1948,2500,3.237497,J
9.250.9.2960,9.25,9.296,1,0,0,0,1,0,3.1086,J
9.244.9.2960,9.244,9.296,503,0,819,0,1322,2000,3.2291132,J
9.13.9.2960,9.13,9.296,183,0,1201,0,1384,0,3.2342,J
9.7.9.2960,9.7,9.296,2,0,0,0,2,0,2.5591,J
9.282.9.2960,9.282,9.296,251,0,0,0,251,0,2.624098,J
9.278.9.2459,9.278,9.2459,67,0,0,0,67,0,5.495,J
9.283.9.2459,9.283,9.2459,2,0,0,0,2,0,5.4322,J
9.261.9.2459,9.261,9.2459,3298,0,249,0,3547,0,5.652,J
9.250.9.2459,9.25,9.2459,10,0,0,0,10,0,4.5844,J
9.252.9.13452,9.252,9.13452,2,0,0,0,2,0,6.8766,J
9.13.9.12552,9.13,9.12552,0,10,5,0,5,20,766.7566,J
9.13.9.3676,9.13,9.3676,0,950,0,0,0,1300,6.640786,J
9.7.9.3676,9.7,9.3676,5,0,0,0,5,0,5.42592,J
9.278.9.3676,9.278,9.3676,7,0,0,0,7,0,5.2438,J
9.261.9.3676,9.261,9.3676,4751,0,324,0,5075,2600,5.2124,J
9.299.9.3676,9.299,9.3676,6858,0,129,0,6987,450,5.3370266,J
9.254.9.3676,9.254,9.3676,1,0,0,0,1,0,0,J
9.278.9.2956,9.278,9.2956,37,0,0,0,37,0,36.3926,J
9.244.9.2956,9.244,9.2956,2,0,0,0,2,0,36.424,J
9.278.9.3338,9.278,9.3338,11,0,0,0,11,0,13.7532,J
9.283.9.3338,9.283,9.3338,2,0,0,0,2,0,14.1928,J
9.299.9.3338,9.299,9.3338,39,0,0,0,39,0,14.2314534,J
9.13.9.3338,9.13,9.3338,0,272,0,0,0,0,14.1928,J
9.291.9.2488,9.291,9.2488,6000,0,0,0,6000,0,2.1666,J
9.254.9.3310,9.254,9.331,1,0,1,0,2,0,0,J
9.282.9.3310,9.282,9.331,26,0,0,0,26,0,9.3040712,J
9.278.9.3310,9.278,9.331,59,0,0,0,59,0,7.0022,J
9.300.9.3310,9.3,9.331,1,0,0,0,1,0,0,J
9.13.9.3310,9.13,9.331,0,0,0,0,0,300,7.4418,J
9.278.9.3703,9.278,9.3703,11,0,0,0,11,0,39.9750574,J
9.278.9.2476,9.278,9.2476,37,0,0,0,37,0,135.334,J
9.261.9.2476,9.261,9.2476,95,0,125,0,220,0,135.334,J
9.244.9.2476,9.244,9.2476,187,0,11,0,198,0,135.334,J
9.13.9.5454,9.13,9.5454,1935,0,1,0,1936,0,5.2922502,J
9.278.9.5454,9.278,9.5454,1428,0,0,0,1428,0,5.4132972,J
9.261.9.5454,9.261,9.5454,680,0,0,0,680,0,5.495,J
9.244.9.5667,9.244,9.5667,36,0,7,0,43,0,47.4768,J
9.13.9.5667,9.13,9.5667,16,0,8,0,24,0,48.4188,J
9.299.9.5667,9.299,9.5667,63,0,3,0,66,0,47.5281704,J
9.278.9.5667,9.278,9.5667,67,0,0,0,67,0,48.2753962,J
9.278.9.7457,9.278,9.7457,192,0,0,0,192,0,60.288,J
9.299.9.7457,9.299,9.7457,368,0,13,0,381,200,59.2538724,J
9.261.9.3558,9.261,9.3558,606,0,450,0,1056,0,10.676,J
9.244.9.3558,9.244,9.3558,1612,0,0,0,1612,0,10.676,J
9.13.9.3558,9.13,9.3558,854,0,0,0,854,0,8.9790812,J
9.282.9.3558,9.282,9.3558,221,0,0,0,221,0,11.1220056,J
9.7.9.3562,9.7,9.3562,5,0,0,0,5,0,8.13888,J
9.282.9.3562,9.282,9.3562,76,0,0,0,76,0,0.0314,J
9.278.9.3671,9.278,9.3671,13,0,0,0,13,0,27.4677466,J
9.13.9.12979,9.13,9.12979,2,0,0,0,2,0,1928.588,J
9.278.9.12979,9.278,9.12979,15,0,0,0,15,0,1918.2574,J
9.261.9.12979,9.261,9.12979,2,0,0,0,2,0,1338.9902,J
9.278.9.14406,9.278,9.14406,20,0,0,0,20,0,1091.1186,J
9.300.9.14406,9.3,9.14406,1,0,0,0,1,0,1031.3958,J
9.302.9.14499,9.302,9.14499,2,0,0,0,2,0,4242.0929,J
9.299.9.13827,9.299,9.13827,1,0,0,0,1,0,1018.8044,J
9.13.9.13827,9.13,9.13827,3,0,0,0,3,0,1036.2628,J
9.13.9.6952,9.13,9.6952,49,0,0,0,49,0,61.9522,J
9.282.9.6952,9.282,9.6952,0,138,5982,0,5982,0,58.4482426,J
9.266.9.6952,9.266,9.6952,1,0,0,0,1,0,58.5924,J
9.284.9.6952,9.284,9.6952,1,0,0,0,1,0,58.561,J
9.261.9.6952,9.261,9.6952,0,39,31,0,31,72,58.5924,J
9.246.9.6952,9.246,9.6952,3,0,0,0,3,0,58.5924,J
9.300.9.6952,9.3,9.6952,4,0,0,0,4,0,0,J
9.299.9.6952,9.299,9.6952,368,0,52,0,420,0,37.0125302,J
9.299.9.3562,9.299,9.3562,450,0,0,0,450,0,9.3857426,J
9.254.9.3562,9.254,9.3562,0,1,0,0,0,0,0,J
9.261.9.3562,9.261,9.3562,0,469,625,0,625,6000,9.2293392,J
9.283.9.15100,9.283,9.151,6,0,0,0,6,0,28.9089438,J
9.300.9.2459,9.3,9.2459,1,0,0,0,1,0,0,J
9.299.9.2459,9.299,9.2459,604,0,0,0,604,0,5.652,J
9.244.9.2459,9.244,9.2459,1045,0,291,0,1336,0,5.652,J
9.13.9.2459,9.13,9.2459,178,0,24,0,202,300,5.652,J
9.254.9.15103,9.254,9.15103,1,0,0,0,1,0,0,J
9.244.9.15103,9.244,9.15103,105,0,87,0,192,0,21.9486,J
9.282.9.15103,9.282,9.15103,445,0,0,0,445,0,23.322507,J
9.278.9.15103,9.278,9.15103,148,0,77,0,225,0,21.9486,J
9.261.9.15103,9.261,9.15103,49,0,42,0,91,0,21.9486,J
9.299.9.13377,9.299,9.13377,24,0,35,0,59,160,74.3371136,J
9.300.9.15103,9.3,9.15103,1,0,0,0,1,0,0,J
9.13.9.13377,9.13,9.13377,131,0,72,0,203,0,73.7818046,J
9.278.9.3692,9.278,9.3692,340,0,0,0,340,0,7.5674,J
9.283.9.3692,9.283,9.3692,2,0,0,0,2,0,7.4261,J
9.299.9.3692,9.299,9.3692,175,0,50,0,225,700,7.5479948,J
9.13.9.3692,9.13,9.3692,100,0,6983,0,7083,0,7.5760978,J
9.13.9.2952,9.13,9.2952,339,0,4,0,343,0,12.9838686,J
9.282.9.2952,9.282,9.2952,80,0,0,0,80,0,12.403,J
9.278.9.2952,9.278,9.2952,455,0,0,0,455,0,13.063499,J
9.261.9.2952,9.261,9.2952,0,1,0,0,0,7,12.403,J
9.299.9.2952,9.299,9.2952,1718,0,20,0,1738,0,3.6503442,J
9.282.9.11265,9.282,9.11265,4770,0,70,0,4840,0,38.79784,J
9.278.9.11265,9.278,9.11265,430,0,275,0,705,0,35.6690498,J
9.261.9.11265,9.261,9.11265,209,0,0,0,209,0,37.0175856,J
9.246.9.11265,9.246,9.11265,4,0,0,0,4,0,37.6172,J
9.299.9.11265,9.299,9.11265,1354,0,7,0,1361,0,22.5537722,J
9.244.9.11265,9.244,9.11265,209,0,27,0,236,0,36.0901866,J
9.13.9.6982,9.13,9.6982,165,0,0,0,165,0,85.565,J
9.282.9.3051,9.282,9.3051,16,0,0,0,16,0,22.608,J
9.278.9.3051,9.278,9.3051,16,0,4,0,20,0,22.74302,J
9.265.9.3051,9.265,9.3051,1,0,0,0,1,0,22.608,J
9.283.9.3051,9.283,9.3051,1,0,0,0,1,0,23.5186,J
9.261.9.3051,9.261,9.3051,8,0,4,0,12,10,22.608,J
9.299.9.13563,9.299,9.13563,6,0,1,0,7,0,1133.9796,J
9.302.9.12978,9.302,9.12978,1,0,0,0,1,0,1840.8564,J
9.278.9.14514,9.278,9.14514,8,0,0,0,8,0,75.4856,J
9.299.9.14514,9.299,9.14514,350,0,0,0,350,0,75.36,J
9.278.9.12928,9.278,9.12928,4,0,0,0,4,0,1531.4408,J
9.13.9.13372,9.13,9.13372,20,0,1,0,21,0,99.0356,J
9.278.9.13372,9.278,9.13372,25,0,0,0,25,0,98.0936,J
9.261.9.13372,9.261,9.13372,3,0,0,0,3,0,113.4796,J
9.300.9.3051,9.3,9.3051,1,0,0,0,1,0,0,J
9.299.9.3051,9.299,9.3051,98,0,5,0,103,0,22.8915106,J
9.244.9.3051,9.244,9.3051,4,0,8,0,12,15,22.608,J
9.245.9.3051,9.245,9.3051,1,0,0,0,1,0,22.608,J
9.13.9.3051,9.13,9.3051,42,0,8,0,50,0,18.945504,J
9.300.9.3323,9.3,9.3323,20,0,0,0,20,0,0,J
9.13.9.2297,9.13,9.2297,4229,0,0,0,4229,0,0.6594,J
9.282.9.2297,9.282,9.2297,1566,0,622,0,2188,0,0.6594,J
9.278.9.2297,9.278,9.2297,1462,0,0,0,1462,0,0.6594,J
9.299.9.2297,9.299,9.2297,301,0,0,0,301,0,0.6709866,J
9.278.9.15101,9.278,9.15101,127,0,1150,0,1277,1500,6.473895,J
9.283.9.15101,9.283,9.15101,12,0,0,0,12,0,6.6882,J
9.261.9.15101,9.261,9.15101,4296,0,174,0,4470,0,6.437,J
9.300.9.15101,9.3,9.15101,4,0,0,0,4,0,0,J
9.299.9.15101,9.299,9.15101,1147,0,220,0,1367,0,6.9053938,J
9.254.9.15101,9.254,9.15101,4,0,0,0,4,0,0,J
9.244.9.15101,9.244,9.15101,337,0,300,0,637,0,6.437,J
9.13.9.15101,9.13,9.15101,65,0,0,0,65,600,6.437,J
9.261.9.15100,9.261,9.151,810,0,66,0,876,0,27.8204,J
9.244.9.5472,9.244,9.5472,1,0,6,2,7,100,34.8405294,J
9.13.9.5472,9.13,9.5472,118,0,17,0,135,100,34.1701708,J
9.278.9.5472,9.278,9.5472,180,0,2,0,182,0,34.3471098,J
9.261.9.5472,9.261,9.5472,0,2,2,0,2,102,34.854,J
9.299.9.12743,9.299,9.12743,1601,0,0,0,1601,0,292.8673604,J
9.278.9.8792,9.278,9.8792,526,0,0,0,526,0,35.0282386,J
9.265.9.8792,9.265,9.8792,6,0,0,0,6,0,35.9582438,J
9.261.9.8792,9.261,9.8792,309,0,370,0,679,1920,35.3564,J
9.246.9.8792,9.246,9.8792,80,0,0,0,80,0,10.6132,J
9.299.9.8792,9.299,9.8792,724,0,56,0,780,240,35.9311142,J
9.244.9.8792,9.244,9.8792,539,0,228,0,767,1680,35.4450736,J
9.13.9.11267,9.13,9.11267,0,1,0,0,0,0,2291.1952,J
9.261.9.11267,9.261,9.11267,3,0,0,0,3,6,2245.728,J
9.299.9.11267,9.299,9.11267,5,0,0,0,5,0,1877.72,J
9.300.9.15100,9.3,9.151,8,0,0,0,8,0,0,J
9.299.9.15100,9.299,9.151,696,0,116,0,812,0,27.873152,J
9.254.9.15100,9.254,9.151,4,0,0,0,4,0,0,J
9.244.9.15100,9.244,9.151,187,0,178,0,365,0,27.8204,J
9.13.9.15100,9.13,9.151,51,0,5,0,56,240,27.8204,J
9.282.9.15100,9.282,9.151,234,0,0,0,234,0,28.246184,J
9.299.9.11375,9.299,9.11375,26,0,0,0,26,0,14237.23703,J
9.299.9.4764,9.299,9.4764,1,0,2,0,3,0,278.5494,J
9.299.9.4823,9.299,9.4823,17,0,1,0,18,0,96.1851708,J
9.13.9.1526,9.13,9.1526,1,0,0,0,1,0,3548.8908,J
9.299.9.11465,9.299,9.11465,4,0,0,0,4,0,44.61155,J
9.299.9.11459,9.299,9.11459,1,0,0,0,1,4,15445.1576,J
9.299.9.4536,9.299,9.4536,6,0,2,0,8,0,57.148,J
9.278.9.1555,9.278,9.1555,3,0,0,0,3,0,6270.7998,J
9.299.9.14511,9.299,9.14511,10,0,2,0,12,28,5882.190794,J
9.244.9.14510,9.244,9.1451,2,0,0,0,2,0,5383.4672,J
9.278.9.7741,9.278,9.7741,2,0,0,0,2,0,4396.0942,J
9.300.9.13653,9.3,9.13653,1,0,0,0,1,0,0,J
9.299.9.14508,9.299,9.14508,17,0,0,0,17,16,5222.448,J
9.278.9.13540,9.278,9.1354,238,0,0,0,238,0,145.4762,J
9.13.9.13540,9.13,9.1354,23,0,0,0,23,0,145.4762,J
9.278.9.2315,9.278,9.2315,256,0,0,0,256,0,10.2678,J
9.299.9.2315,9.299,9.2315,80,0,0,0,80,0,9.31481,J
