guid,itemId,type,itemWatt,batteryCapacityWh,itemCategory,manufacturerID
19.03-001081,03-001081,NULL,0.00,0,Racking,1D56D199
19.03-000001,03-000001,NULL,0.00,0,Racking,1D56D199
19.03-001517,03-001517,NULL,0.00,0,Racking,1D56D199
19.03-001516,03-001516,NULL,0.00,0,Racking,1D56D199
19.03-001237,03-001237,NULL,0.00,0,Racking,1D56D199
19.03-001368,03-001368,NULL,0.00,0,Racking,1D56D199
19.03-000404,03-000404,NULL,0.00,0,Racking,1D56D199
19.03-000134,03-000134,NULL,0.00,0,Racking,1D56D199
19.03-001325,03-001325,NULL,0.00,0,Racking,1D56D199
19.03-000647,03-000647,NULL,0.00,0,Racking,1D56D199
19.03-000321,03-000321,NULL,0.00,0,Racking,1D56D199
19.03-000007,03-000007,NULL,0.00,0,Racking,1D56D199
19.03-000211,03-000211,NULL,0.00,0,Racking,1D56D199
19.03-000566,03-000566,NULL,0.00,0,Racking,1D56D199
19.03-000222,03-000222,NULL,0.00,0,Racking,1D56D199
19.03-000219,03-000219,NULL,0.00,0,Racking,1D56D199
19.03-000910,03-000910,NULL,0.00,0,Racking,1D56D199
19.03-000508,03-000508,NULL,0.00,0,Racking,1D56D199
19.03-000224,03-000224,NULL,0.00,0,Racking,1D56D199
19.03-000100,03-000100,NULL,0.00,0,Racking,1D56D199
19.03-001280,03-001280,NULL,0.00,0,Racking,1D56D199
19.03-000133,03-000133,NULL,0.00,0,Racking,1D56D199
19.07-600040,07-600040,NULL,0.00,0,Charging Stations,C619D189
19.07-600038,07-600038,NULL,0.00,0,Charging Stations,C619D189
19.05-600046,05-600046,NULL,0.00,0,Storage,9739D87D
19.05-600018,05-600018,NULL,0.00,0,Storage,9739D87D
19.05-600010,05-600010,NULL,0.00,3552,Storage,9739D87D
19.05-600042,05-600042,NULL,0.00,5120,Storage,9739D87D
19.05-600005,05-600005,NULL,0.00,0,Storage,9739D87D
19.05-600021,05-600021,NULL,0.00,0,Storage,9739D87D
19.05-600008,05-600008,NULL,0.00,2400,Storage,9739D87D
19.05-600058,05-600058,NULL,0.00,0,Storage,9739D87D
19.05-600024,05-600024,NULL,0.00,0,Storage,9739D87D
19.05-600027,05-600027,NULL,0.00,0,Storage,9739D87D
19.05-600050,05-600050,NULL,0.00,0,Storage,9739D87D
19.05-600031,05-600031,NULL,0.00,0,Storage,9739D87D
19.05-600030,05-600030,NULL,0.00,5680,Storage,9739D87D
19.08-600001,08-600001,NULL,0.00,0,Other,AC8F109D
19.04-600014,04-600014,NULL,0.00,0,Other,7A76154A
19.04-600004,04-600004,NULL,0.00,0,Other,7A76154A
19.04-600016,04-600016,NULL,0.00,0,Other,7A76154A
19.04-600015,04-600015,NULL,0.00,0,Other,7A76154A
19.02-600149,02-600149,NULL,0.00,0,Inverters,47759E3F
19.02-600146,02-600146,NULL,90000.00,0,Inverters,47759E3F
19.02-600148,02-600148,NULL,100000.00,0,Inverters,47759E3F
19.02-600155,02-600155,NULL,33000.00,0,Inverters,47759E3F
19.02-600154,02-600154,NULL,30000.00,0,Inverters,47759E3F
19.02-600153,02-600153,NULL,25000.00,0,Inverters,47759E3F
19.02-600142,02-600142,NULL,50000.00,0,Inverters,47759E3F
19.02-000744,02-000744,NULL,0.00,0,Inverter Accessories,47759E3F
19.02-000714,02-000714,NULL,0.00,0,Inverter Accessories,47759E3F
19.02-600174,02-600174,NULL,40000.00,0,Inverters,C477344E
19.02-600172,02-600172,NULL,30000.00,0,Inverters,C477344E
19.02-600167,02-600167,NULL,10000.00,0,Inverters,C477344E
19.04-600036,04-600036,NULL,0.00,0,Other,889C4B9E
19.04-600021,04-600021,NULL,0.00,0,Other,889C4B9E
19.04-600042,04-600042,NULL,0.00,0,Other,889C4B9E
19.08-600004,08-600004,NULL,0.00,0,Other,2913748F
19.08-600003,08-600003,NULL,0.00,0,Other,2913748F
19.08-600006,08-600006,NULL,0.00,0,Other,2913748F
19.08-000455,08-000455,NULL,0.00,0,Inverter Accessories,89FFC549
19.02-000722,02-000722,NULL,0.00,0,Inverter Accessories,89FFC549
19.01-600016,01-600016,NULL,0.00,0,Other,EFB78C75
19.01-600041,01-600041,NULL,410.00,0,Modules,01448A03
19.01-000730,01-000730,NULL,375.00,0,Modules,01448A03
19.01-000782,01-000782,NULL,405.00,0,Modules,01448A03
19.01-600050,01-600050,NULL,510.00,0,Modules,01448A03
19.01-000658,01-000658,NULL,400.00,0,Modules,01448A03
19.01-000657,01-000657,NULL,395.00,0,Modules,01448A03
19.01-600024,01-600024,NULL,545.00,0,Modules,01448A03
19.07-600001,07-600001,NULL,0.00,0,Charging Stations,73265757
19.07-600007,07-600007,NULL,0.00,0,Charging Stations,73265757
19.07-600016,07-600016,NULL,0.00,0,Charging Stations,73265757
19.07-600032,07-600032,NULL,0.00,0,Charging Stations,73265757
19.07-600006,07-600006,NULL,0.00,0,Charging Stations,73265757
19.07-600024,07-600024,NULL,0.00,0,Charging Stations,73265757
19.07-600011,07-600011,NULL,0.00,0,Charging Stations,73265757
19.07-600008,07-600008,NULL,0.00,0,Charging Stations,73265757
19.03-001416,03-001416,NULL,0.00,0,Racking,1D56D199
19.03-000407,03-000407,NULL,0.00,0,Racking,1D56D199
19.03-001366,03-001366,NULL,0.00,0,Racking,1D56D199
19.03-001324,03-001324,NULL,0.00,0,Racking,1D56D199
19.03-001588,03-001588,NULL,0.00,0,Racking,1D56D199
19.03-001507,03-001507,NULL,0.00,0,Racking,1D56D199
19.03-000255,03-000255,NULL,0.00,0,Racking,1D56D199
19.03-000323,03-000323,NULL,0.00,0,Racking,1D56D199
19.03-000831,03-000831,NULL,0.00,0,Racking,1D56D199
19.03-000310,03-000310,NULL,0.00,0,Racking,1D56D199
19.03-000930,03-000930,NULL,0.00,0,Racking,1D56D199
19.03-000879,03-000879,NULL,0.00,0,Racking,1D56D199
19.03-001369,03-001369,NULL,0.00,0,Racking,1D56D199
19.03-001686,03-001686,NULL,0.00,0,Racking,1D56D199
19.03-000577,03-000577,NULL,0.00,0,Racking,1D56D199
19.03-000977,03-000977,NULL,0.00,0,Racking,1D56D199
19.03-001028,03-001028,NULL,0.00,0,Racking,1D56D199
19.03-001532,03-001532,NULL,0.00,0,Racking,1D56D199
19.03-001236,03-001236,NULL,0.00,0,Racking,1D56D199
19.03-001223,03-001223,NULL,0.00,0,Racking,1D56D199
19.03-001537,03-001537,NULL,0.00,0,Racking,1D56D199
19.03-001408,03-001408,NULL,0.00,0,Racking,1D56D199
19.03-000199,03-000199,NULL,0.00,0,Racking,1D56D199
19.03-001475,03-001475,NULL,0.00,0,Racking,1D56D199
19.03-000832,03-000832,NULL,0.00,0,Racking,1D56D199
19.03-000925,03-000925,NULL,0.00,0,Racking,1D56D199
19.03-000444,03-000444,NULL,0.00,0,Racking,1D56D199
19.03-001541,03-001541,NULL,0.00,0,Racking,1D56D199
19.03-000957,03-000957,NULL,0.00,0,Racking,1D56D199
19.03-000128,03-000128,NULL,0.00,0,Racking,1D56D199
19.03-000197,03-000197,NULL,0.00,0,Racking,1D56D199
19.03-001508,03-001508,NULL,0.00,0,Racking,1D56D199
19.03-001529,03-001529,NULL,0.00,0,Racking,1D56D199
19.03-001536,03-001536,NULL,0.00,0,Racking,1D56D199
19.03-000304,03-000304,NULL,0.00,0,Racking,1D56D199
19.03-001407,03-001407,NULL,0.00,0,Racking,1D56D199
19.05-600013,05-600013,NULL,0.00,3552,Storage,9739D87D
19.05-600014,05-600014,NULL,0.00,3552,Storage,9739D87D
19.05-600025,05-600025,NULL,0.00,0,Storage,9739D87D
19.05-600017,05-600017,NULL,0.00,0,Storage,9739D87D
19.05-600022,05-600022,NULL,0.00,3552,Storage,9739D87D
19.05-600036,05-600036,NULL,0.00,0,Storage,9739D87D
19.05-600007,05-600007,NULL,0.00,4800,Storage,9739D87D
19.05-600006,05-600006,NULL,0.00,0,Storage,9739D87D
19.05-600001,05-600001,NULL,0.00,2400,Storage,9739D87D
19.05-600019,05-600019,NULL,0.00,473,Storage,9739D87D
19.05-600004,05-600004,NULL,0.00,0,Storage,9739D87D
19.05-600003,05-600003,NULL,0.00,0,Storage,9739D87D
19.05-600047,05-600047,NULL,0.00,0,Storage,9739D87D
19.05-600044,05-600044,NULL,0.00,0,Storage,9739D87D
19.05-600011,05-600011,NULL,0.00,0,Storage,9739D87D
19.05-600043,05-600043,NULL,0.00,0,Storage,9739D87D
19.05-600009,05-600009,NULL,0.00,0,Storage,9739D87D
19.04-600040,04-600040,NULL,0.00,0,Other,7A76154A
19.04-600003,04-600003,NULL,0.00,0,Other,7A76154A
19.04-600025,04-600025,NULL,0.00,0,Other,7A76154A
19.04-600011,04-600011,NULL,0.00,0,Other,7A76154A
19.07-600012,07-600012,NULL,0.00,0,Other,7A76154A
19.02-600145,02-600145,NULL,90000.00,0,Inverters,47759E3F
19.02-000849,02-000849,NULL,0.00,0,Inverter Accessories,47759E3F
19.08-000571,08-000571,NULL,0.00,0,Inverters,47759E3F
19.02-600141,02-600141,NULL,50000.00,0,Inverters,47759E3F
19.02-000644,02-000644,NULL,0.00,0,Inverter Accessories,47759E3F
19.02-600147,02-600147,NULL,100000.00,0,Inverters,47759E3F
19.02-600143,02-600143,NULL,66600.00,0,Inverters,47759E3F
19.08-000451,08-000451,NULL,0.00,0,Inverters,47759E3F
19.02-600144,02-600144,NULL,66000.00,0,Inverters,47759E3F
19.02-000848,02-000848,NULL,0.00,0,Inverter Accessories,47759E3F
19.02-600152,02-600152,NULL,20000.00,0,Inverters,47759E3F
19.02-600175,02-600175,NULL,50000.00,0,Inverters,C477344E
19.02-600170,02-600170,NULL,20000.00,0,Inverters,C477344E
19.02-600169,02-600169,NULL,15000.00,0,Inverters,C477344E
19.04-600001,04-600001,NULL,0.00,0,Other,889C4B9E
19.04-000350,04-000350,NULL,0.00,0,Other,889C4B9E
19.04-600043,04-600043,NULL,0.00,0,Other,889C4B9E
19.08-600002,08-600002,NULL,0.00,0,Other,2913748F
19.08-600005,08-600005,NULL,0.00,0,Other,2913748F
19.08-000456,08-000456,NULL,0.00,0,Inverter Accessories,89FFC549
19.02-000882,02-000882,NULL,0.00,0,Inverter Accessories,89FFC549
19.01-600018,01-600018,NULL,0.00,0,Other,EFB78C75
19.01-600017,01-600017,NULL,0.00,0,Other,EFB78C75
19.01-600015,01-600015,NULL,0.00,0,Other,EFB78C75
19.01-600048,01-600048,NULL,430.00,0,Modules,01448A03
19.01-000877,01-000877,NULL,420.00,0,Modules,01448A03
19.01-000876,01-000876,NULL,415.00,0,Modules,01448A03
19.01-000779,01-000779,NULL,395.00,0,Modules,01448A03
19.01-600047,01-600047,NULL,440.00,0,Modules,01448A03
19.07-600004,07-600004,NULL,0.00,0,Charging Stations,73265757
19.07-600003,07-600003,NULL,0.00,0,Charging Stations,73265757
19.07-600010,07-600010,NULL,0.00,0,Charging Stations,73265757
19.07-600041,07-600041,NULL,0.00,0,Other,73265757
19.07-600005,07-600005,NULL,0.00,0,Charging Stations,73265757
19.07-600009,07-600009,NULL,0.00,0,Charging Stations,73265757
19.07-600042,07-600042,NULL,0.00,0,Charging Stations,73265757
19.01-600007,01-600007,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.01-600008,01-600008,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.08-600009,08-600009,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.08-600011,08-600011,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.04-600007,04-600007,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.04-600045,04-600045,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.01-600025,01-600025,NULL,0.00,0,Modules,D27D0B9E
19.03-001579,03-001579,NULL,0.00,0,Racking,1D56D199
19.03-000020,03-000020,NULL,0.00,0,Racking,1D56D199
19.07-600037,07-600037,NULL,0.00,0,Charging Stations,C619D189
19.07-600036,07-600036,NULL,0.00,0,Charging Stations,C619D189
19.07-600033,07-600033,NULL,0.00,0,Charging Stations,C619D189
19.07-600039,07-600039,NULL,0.00,0,Charging Stations,C619D189
19.07-600034,07-600034,NULL,0.00,0,Charging Stations,C619D189
19.08-600015,08-600015,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.07-600002,07-600002,NULL,0.00,0,Charging Stations,73265757
19.08-600008,08-600008,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.04-600046,04-600046,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.01-600005,01-600005,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.01-600004,01-600004,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.01-600006,01-600006,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.04-600044,04-600044,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.08-600010,08-600010,NULL,0.00,0,Inverter Accessories,D27D0B9E
19.07-600035,07-600035,NULL,0.00,0,Charging Stations,C619D189
19.08-600018,08-600018,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.08-600012,08-600012,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.08-600016,08-600016,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.05-600012,05-600012,NULL,0.00,0,Storage,9739D87D
19.05-600057,05-600057,NULL,0.00,0,Storage,9739D87D
19.05-600015,05-600015,NULL,0.00,3552,Storage,9739D87D
19.05-600023,05-600023,NULL,0.00,1280,Storage,9739D87D
19.05-600035,05-600035,NULL,0.00,0,Storage,9739D87D
19.08-600019,08-600019,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.08-600013,08-600013,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.08-600017,08-600017,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.08-600014,08-600014,NULL,0.00,0,Inverter Accessories,AB0C42D9
19.05-600020,05-600020,NULL,0.00,473,Storage,9739D87D
19.05-600028,05-600028,NULL,0.00,0,Other,9739D87D
19.05-600016,05-600016,NULL,0.00,0,Storage,9739D87D
19.05-600032,05-600032,NULL,0.00,0,Storage,9739D87D
