guid,locationGuid,itemGuid,quantityAvailable,quantityBackOrdered,quantityCommitted,quantityInTransit,quantityOnHand,quantityOnOrder,averageCost,SubsidiaryID
9.261.9.13665,9.261,9.13665,10,0,12,0,22,0,6911.1400000,G
9.299.9.13665,9.299,9.13665,0,0,5,0,5,60,6911.1400000,G
9.244.9.13665,9.244,9.13665,10,0,10,0,20,0,6911.1400000,G
9.299.9.11834,9.299,9.11834,32,0,3,0,35,0,0.0000000,G
9.244.9.11834,9.244,9.11834,19,0,0,0,19,0,0.0000000,G
9.13.9.11834,9.13,9.11834,1,0,1,0,2,0,3.1400000,G
9.282.9.11834,9.282,9.11834,193,0,0,0,193,0,0.0307406,G
9.278.9.11236,9.278,9.11236,53,0,0,0,53,0,54.9049724,G
9.261.9.11236,9.261,9.11236,119,0,0,0,119,0,81.6400000,G
9.299.9.11236,9.299,9.11236,590,0,5,0,595,0,0.0000000,G
9.244.9.11236,9.244,9.11236,140,0,1,0,141,0,81.6400000,G
9.13.9.11236,9.13,9.11236,19,0,0,0,19,0,62.1885164,G
9.282.9.17155,9.282,9.17155,9,0,0,0,9,0,0.0000000,G
9.278.9.17155,9.278,9.17155,8,0,0,0,8,0,3.1400000,G
9.261.9.17155,9.261,9.17155,0,0,1,0,1,0,75.3600000,G
9.299.9.17155,9.299,9.17155,1,0,0,0,1,0,0.0000000,G
9.254.9.4847,9.254,9.4847,2,0,0,0,2,0,0.0000000,G
9.244.9.4847,9.244,9.4847,150,0,31,0,181,0,182.1200000,G
9.284.9.4847,9.284,9.4847,1,0,0,0,1,0,186.0136000,G
9.261.9.4847,9.261,9.4847,360,0,10,0,370,0,182.1200000,G
9.250.9.4847,9.250,9.4847,1,0,0,0,1,0,188.4000000,G
9.245.9.4847,9.245,9.4847,1,0,0,0,1,0,188.4000000,G
9.13.9.4847,9.13,9.4847,71,0,3,0,74,0,155.2517736,G
9.13.9.12207,9.13,9.12207,29,0,0,0,29,0,105.1900000,G
9.278.9.12207,9.278,9.12207,0,0,2,0,2,0,105.4098000,G
9.261.9.12207,9.261,9.12207,61,0,0,0,61,0,105.1900000,G
9.250.9.14203,9.250,9.14203,2,0,0,0,2,0,66.5366000,G
9.13.9.14203,9.13,9.14203,2,0,0,0,2,0,66.1912000,G
9.250.9.5073,9.250,9.5073,1,0,0,0,1,0,738.8420000,G
9.300.9.5073,9.300,9.5073,3,0,0,0,3,0,0.0000000,G
9.281.9.12530,9.281,9.12530,2,0,0,0,2,0,3.1400000,G
9.278.9.12360,9.278,9.12360,1,0,0,0,1,0,631.2970000,G
9.244.9.12361,9.244,9.12361,9,0,0,0,9,0,349.1924292,G
9.13.9.12361,9.13,9.12361,0,8,0,0,0,10,363.2980000,G
9.278.9.12361,9.278,9.12361,4,0,0,0,4,0,363.0782000,G
9.267.9.12361,9.267,9.12361,0,0,1,0,1,0,360.3778000,G
9.13.9.14763,9.13,9.14763,7,0,0,0,7,0,1116.9428706,G
9.278.9.14763,9.278,9.14763,15,0,0,0,15,0,1308.8776000,G
9.283.9.5727,9.283,9.5727,2,0,0,0,2,0,3239.2083000,G
9.261.9.5727,9.261,9.5727,5,0,4,0,9,0,2635.9044000,G
9.250.9.5727,9.250,9.5727,2,0,0,0,2,0,3227.7316000,G
9.299.9.5727,9.299,9.5727,109,0,7,0,116,0,2637.4668326,G
9.13.9.5727,9.13,9.5727,4,0,0,0,4,0,2872.5348000,G
9.282.9.5727,9.282,9.5727,37,0,9,0,46,0,2603.8054046,G
9.278.9.5727,9.278,9.5727,26,0,4,0,30,0,2776.9532000,G
9.278.9.9561,9.278,9.9561,59,0,0,0,59,0,61.7010000,G
9.299.9.9561,9.299,9.9561,68,0,0,0,68,0,61.3768264,G
9.244.9.9561,9.244,9.9561,27,0,0,0,27,0,61.3242000,G
9.278.9.5710,9.278,9.5710,39,0,2,0,41,0,1288.2554616,G
9.283.9.5710,9.283,9.5710,1,0,0,0,1,0,1399.8120000,G
9.261.9.5710,9.261,9.5710,4,0,1,0,5,0,1323.0704000,G
9.250.9.5710,9.250,9.5710,1,0,0,0,1,0,1497.2462000,G
9.299.9.5710,9.299,9.5710,95,0,5,0,100,0,1266.3632560,G
9.244.9.5710,9.244,9.5710,1,0,0,0,1,0,1323.0704000,G
9.245.9.5710,9.245,9.5710,2,0,0,0,2,0,1323.0704000,G
9.13.9.5710,9.13,9.5710,2,0,24,0,26,0,1306.5950712,G
9.282.9.11762,9.282,9.11762,45,0,1,0,46,0,818.7119820,G
9.299.9.11762,9.299,9.11762,3,0,0,0,3,0,816.4000000,G
9.13.9.5478,9.13,9.5478,36,0,3,0,39,0,5.4950000,G
9.278.9.5478,9.278,9.5478,342,0,0,0,342,0,5.5229146,G
9.299.9.5478,9.299,9.5478,20,0,0,0,20,0,5.4636000,G
9.261.9.4503,9.261,9.4503,183,0,0,0,183,0,3.3912000,G
9.299.9.4503,9.299,9.4503,0,248,0,0,0,1200,3.4330562,G
9.278.9.15099,9.278,9.15099,0,72,434,0,434,600,52.1868000,G
9.283.9.15099,9.283,9.15099,3,0,0,0,3,0,53.1602000,G
9.261.9.15099,9.261,9.15099,393,0,53,0,446,840,51.1506000,G
9.299.9.15099,9.299,9.15099,1228,0,254,0,1482,560,52.1014862,G
9.254.9.15099,9.254,9.15099,1,0,0,0,1,0,0.0000000,G
9.265.9.15099,9.265,9.15099,2,0,0,0,2,0,51.1506000,G
9.250.9.12530,9.250,9.12530,1,0,0,0,1,0,802.3642000,G
9.13.9.12530,9.13,9.12530,2,0,14,0,16,0,970.2600000,G
9.261.9.12530,9.261,9.12530,0,2,0,0,0,0,989.6652000,G
9.299.9.12530,9.299,9.12530,0,0,1,0,1,0,977.7646000,G
9.278.9.4498,9.278,9.4498,3608,0,0,0,3608,0,5.1399288,G
9.261.9.4498,9.261,9.4498,2535,0,192,0,2727,0,5.1810000,G
9.244.9.4498,9.244,9.4498,4371,0,559,0,4930,0,5.1810000,G
9.13.9.2289,9.13,9.2289,590,0,3205,0,3795,10000,0.3768000,G
9.282.9.2289,9.282,9.2289,707,0,0,0,707,0,0.4089536,G
9.278.9.2289,9.278,9.2289,4554,0,1900,0,6454,0,0.3768000,G
9.261.9.2289,9.261,9.2289,9477,0,4678,0,14155,3500,0.3768000,G
9.250.9.2289,9.250,9.2289,50,0,0,0,50,0,0.3140000,G
9.300.9.15108,9.300,9.15108,1,0,0,0,1,0,0.0000000,G
9.299.9.15108,9.299,9.15108,204,0,0,0,204,0,26.6599816,G
9.13.9.15108,9.13,9.15108,57,0,0,0,57,0,25.8108000,G
9.278.9.15108,9.278,9.15108,225,0,0,0,225,0,25.4779600,G
9.261.9.15108,9.261,9.15108,156,0,0,0,156,0,25.2770000,G
9.13.9.13638,9.13,9.13638,341,0,0,0,341,0,0.5652000,G
9.282.9.13638,9.282,9.13638,750,0,50,0,800,0,0.5652000,G
9.278.9.13638,9.278,9.13638,1647,0,100,0,1747,0,0.5652000,G
9.261.9.13638,9.261,9.13638,996,0,0,0,996,0,0.5652000,G
9.283.9.6759,9.283,9.6759,1,0,0,0,1,0,39.5640000,G
9.299.9.6759,9.299,9.6759,15881,0,1095,0,16976,0,39.2249428,G
9.244.9.4503,9.244,9.4503,1075,0,0,0,1075,0,3.4063348,G
9.13.9.4503,9.13,9.4503,160,0,0,0,160,3000,3.3912000,G
9.278.9.4503,9.278,9.4503,5,0,0,0,5,0,3.2216400,G
9.266.9.3970,9.266,9.3970,0,0,0,0,-14,0,2.3550000,G
9.265.9.3970,9.265,9.3970,14,0,0,0,14,0,0.0000000,G
9.261.9.3970,9.261,9.3970,3813,0,1209,0,5022,4000,2.3550000,G
9.252.9.3970,9.252,9.3970,4,0,0,0,4,0,2.4492000,G
9.250.9.3970,9.250,9.3970,1,0,0,0,1,0,2.2608000,G
9.244.9.3970,9.244,9.3970,1166,0,2003,0,3169,3500,2.3550000,G
9.13.9.3970,9.13,9.3970,2001,0,0,0,2001,0,2.3550000,G
9.13.9.15270,9.13,9.15270,15,0,0,0,15,0,31.3058000,G
9.278.9.15270,9.278,9.15270,429,0,0,0,429,0,31.4942000,G
9.261.9.15270,9.261,9.15270,930,0,0,0,930,0,31.5391020,G
9.282.9.4847,9.282,9.4847,0,47,31,0,31,288,172.0173012,G
9.282.9.5917,9.282,9.5917,34,0,0,0,34,0,1956.2200000,G
9.278.9.5917,9.278,9.5917,0,10,13,0,13,48,1919.1994000,G
9.299.9.5917,9.299,9.5917,664,0,74,0,738,0,1915.0091642,G
9.299.9.5918,9.299,9.5918,1,0,0,0,1,0,0.0000000,G
9.267.9.5969,9.267,9.5969,0,0,1,0,1,0,1453.8200000,G
9.261.9.5969,9.261,9.5969,25,0,0,0,25,0,1409.8600000,G
9.250.9.5969,9.250,9.5969,1,0,0,0,1,0,2390.3250000,G
9.299.9.5969,9.299,9.5969,49,0,32,0,81,24,1270.7537296,G
9.244.9.5969,9.244,9.5969,5,0,0,0,5,0,1409.8600000,G
9.13.9.5969,9.13,9.5969,37,0,13,0,50,48,1389.5203360,G
9.282.9.5969,9.282,9.5969,31,0,0,0,31,0,1409.8600000,G
9.297.9.14373,9.297,9.14373,1,0,0,0,1,0,3644.6294000,G
9.282.9.14373,9.282,9.14373,2,0,1,0,3,0,4661.8533438,G
9.278.9.14373,9.278,9.14373,1,0,0,0,1,0,4662.9000000,G
9.244.9.10860,9.244,9.10860,2,0,0,0,2,0,4205.5590000,G
9.282.9.1928,9.282,9.1928,2,0,0,0,2,0,486.7471000,G
9.278.9.1928,9.278,9.1928,7,0,0,0,7,0,385.2466000,G
9.261.9.1928,9.261,9.1928,2,0,0,0,2,0,503.5304000,G
9.299.9.1928,9.299,9.1928,14,0,2,0,16,0,442.5889032,G
9.244.9.1928,9.244,9.1928,3,0,0,0,3,0,506.6390000,G
9.261.9.14373,9.261,9.14373,6,0,1,0,7,0,4662.9000000,G
9.300.9.14373,9.300,9.14373,1,0,0,0,1,0,0.0000000,G
9.299.9.14373,9.299,9.14373,14,0,0,0,14,49,4662.9000000,G
9.244.9.14373,9.244,9.14373,12,0,0,0,12,0,4662.9000000,G
9.244.9.8857,9.244,9.8857,3,0,2,0,5,0,973.0232000,G
9.261.9.8552,9.261,9.8552,63,0,9,0,72,46,247.7146000,G
9.250.9.8262,9.250,9.8262,1,0,0,0,1,0,244.8258000,G
9.244.9.8262,9.244,9.8262,27,0,0,0,27,0,245.1084000,G
9.261.9.8255,9.261,9.8255,0,0,0,0,0,2,620.2756000,G
9.299.9.5041,9.299,9.5041,35,0,0,0,35,0,1089.6589396,G
9.261.9.16807,9.261,9.16807,90,0,0,0,90,0,446.9790000,G
9.282.9.11996,9.282,9.11996,56,0,0,0,56,0,6568.2228294,G
9.300.9.11996,9.300,9.11996,1,0,0,0,1,0,0.0000000,G
9.299.9.11996,9.299,9.11996,12,0,1,0,13,0,3285.5535068,G
9.261.9.11996,9.261,9.11996,2,0,0,0,2,0,3058.7368000,G
9.282.9.12732,9.282,9.12732,644,0,2,0,646,0,592.8320000,G
9.261.9.12732,9.261,9.12732,111,0,0,0,111,0,398.1520000,G
9.244.9.12732,9.244,9.12732,117,0,0,0,117,0,398.1520000,G
9.302.9.11764,9.302,9.11764,1,0,0,0,1,0,3956.4000000,G
9.282.9.11764,9.282,9.11764,16,0,0,0,16,10,2596.1520000,G
9.261.9.11764,9.261,9.11764,0,1,18,0,18,3,3139.8953438,G
9.299.9.11764,9.299,9.11764,0,8,2,0,2,4,3548.0744000,G
9.244.9.11764,9.244,9.11764,5,0,2,3,7,0,3574.8900000,G
9.254.9.3345,9.254,9.3345,1,0,0,0,1,0,0.0000000,G
9.244.9.3345,9.244,9.3345,0,4881,2700,0,2700,20950,8.0070000,G
9.7.9.3345,9.7,9.3345,5,0,0,0,5,0,6.0664800,G
9.282.9.3345,9.282,9.3345,12,0,0,0,12,0,0.0314000,G
9.261.9.3345,9.261,9.3345,0,903,2217,0,2217,20650,7.9786772,G
9.299.9.2340,9.299,9.2340,29,0,123,0,152,100,0.9802138,G
9.300.9.3652,9.300,9.3652,1,0,0,0,1,0,0.0000000,G
9.13.9.3652,9.13,9.3652,590,0,0,0,590,0,1.1695558,G
9.299.9.3652,9.299,9.3652,94,0,30,0,124,0,3.4813494,G
9.254.9.3652,9.254,9.3652,1,0,0,0,1,0,0.0000000,G
9.282.9.3652,9.282,9.3652,8,0,0,0,8,0,4.4195500,G
9.278.9.3652,9.278,9.3652,4256,0,0,0,4256,0,3.2045270,G
9.278.9.3554,9.278,9.3554,666,0,1550,0,2216,0,4.2385604,G
9.299.9.3554,9.299,9.3554,337,0,32,0,369,0,2.5854446,G
9.261.9.3554,9.261,9.3554,1244,0,450,0,1694,0,4.2390000,G
9.300.9.3554,9.300,9.3554,8,0,0,0,8,0,0.0000000,G
9.244.9.3554,9.244,9.3554,60,0,30,0,90,0,4.2390000,G
9.13.9.3554,9.13,9.3554,10037,0,1102,0,11139,0,4.2389058,G
9.13.9.4355,9.13,9.4355,87,0,0,0,87,0,9.1377454,G
9.7.9.4355,9.7,9.4355,5,0,0,0,5,0,5.0868000,G
9.278.9.4355,9.278,9.4355,2834,0,1700,0,4534,0,9.9852000,G
9.261.9.4355,9.261,9.4355,2550,0,52,0,2602,1500,7.4455052,G
9.282.9.14975,9.282,9.14975,0,40,0,0,0,700,0.0000000,G
9.244.9.14975,9.244,9.14975,587,0,0,0,587,0,25.1514000,G
9.244.9.5676,9.244,9.5676,3592,0,0,0,3592,0,0.2965102,G
9.261.9.5676,9.261,9.5676,68,0,0,0,68,0,0.3140000,G
9.13.9.2479,9.13,9.2479,15000,0,0,0,15000,0,0.1491500,G
9.299.9.12892,9.299,9.12892,228,0,4,0,232,0,69.3964492,G
9.244.9.12892,9.244,9.12892,0,0,20,0,20,44,73.9784000,G
9.13.9.12892,9.13,9.12892,174,0,0,0,174,0,74.1040000,G
9.278.9.12892,9.278,9.12892,163,0,8,0,171,0,72.7220232,G
9.278.9.14343,9.278,9.14343,60,0,3,0,63,0,835.8430684,G
9.261.9.14343,9.261,9.14343,222,0,21,0,243,156,837.7757698,G
9.281.9.14343,9.281,9.14343,1,0,0,0,1,0,0.0000000,G
9.250.9.14343,9.250,9.14343,1,0,0,0,1,0,830.5300000,G
9.299.9.14343,9.299,9.14343,645,0,16,0,661,0,832.6034990,G
9.266.9.3663,9.266,9.3663,840,0,0,0,840,0,10.9900000,G
9.261.9.3663,9.261,9.3663,0,1212,0,0,0,1500,10.3306000,G
9.300.9.3663,9.300,9.3663,1,0,0,0,1,0,0.0000000,G
9.244.9.14343,9.244,9.14343,229,0,59,0,288,204,842.4089026,G
9.244.9.5481,9.244,9.5481,3,0,0,0,3,84,399.6278000,G
9.13.9.5481,9.13,9.5481,145,0,0,0,145,0,401.2014738,G
9.278.9.5481,9.278,9.5481,8,0,86,0,94,0,400.5704594,G
9.261.9.5481,9.261,9.5481,0,0,0,0,0,24,399.6278000,G
9.278.9.2479,9.278,9.2479,5200,0,0,0,5200,0,0.1570000,G
9.278.9.3692,9.278,9.3692,340,0,0,0,340,0,7.5674000,G
9.283.9.3692,9.283,9.3692,2,0,0,0,2,0,7.4261000,G
9.299.9.3692,9.299,9.3692,175,0,50,0,225,700,7.5479948,G
9.13.9.3692,9.13,9.3692,100,0,6983,0,7083,0,7.5760978,G
9.13.9.2952,9.13,9.2952,339,0,4,0,343,0,12.9838686,G
9.282.9.2952,9.282,9.2952,80,0,0,0,80,0,12.4030000,G
9.278.9.2952,9.278,9.2952,455,0,0,0,455,0,13.0634990,G
9.261.9.2952,9.261,9.2952,0,1,0,0,0,7,12.4030000,G
9.299.9.2952,9.299,9.2952,1718,0,20,0,1738,0,3.6503442,G
9.282.9.11265,9.282,9.11265,4770,0,70,0,4840,0,38.7978400,G
9.278.9.11265,9.278,9.11265,430,0,275,0,705,0,35.6690498,G
9.261.9.11265,9.261,9.11265,209,0,0,0,209,0,37.0175856,G
9.246.9.11265,9.246,9.11265,4,0,0,0,4,0,37.6172000,G
9.299.9.11265,9.299,9.11265,1354,0,7,0,1361,0,22.5537722,G
9.244.9.11265,9.244,9.11265,209,0,27,0,236,0,36.0901866,G
9.13.9.6980,9.13,9.6980,68,0,0,0,68,0,214.1480000,G
9.13.9.6982,9.13,9.6982,165,0,0,0,165,0,85.5650000,G
9.282.9.3051,9.282,9.3051,16,0,0,0,16,0,22.6080000,G
9.278.9.3051,9.278,9.3051,16,0,4,0,20,0,22.7430200,G
9.265.9.3051,9.265,9.3051,1,0,0,0,1,0,22.6080000,G
9.283.9.3051,9.283,9.3051,1,0,0,0,1,0,23.5186000,G
9.261.9.3051,9.261,9.3051,8,0,4,0,12,10,22.6080000,G
9.13.9.13372,9.13,9.13372,20,0,1,0,21,0,99.0356000,G
9.278.9.13372,9.278,9.13372,25,0,0,0,25,0,98.0936000,G
9.261.9.13372,9.261,9.13372,3,0,0,0,3,0,113.4796000,G
9.300.9.3051,9.300,9.3051,1,0,0,0,1,0,0.0000000,G
9.299.9.3051,9.299,9.3051,98,0,5,0,103,0,22.8915106,G
9.244.9.3051,9.244,9.3051,4,0,8,0,12,15,22.6080000,G
9.245.9.3051,9.245,9.3051,1,0,0,0,1,0,22.6080000,G
9.13.9.3051,9.13,9.3051,42,0,8,0,50,0,18.9455040,G
9.300.9.3323,9.300,9.3323,20,0,0,0,20,0,0.0000000,G
9.13.9.2297,9.13,9.2297,4229,0,0,0,4229,0,0.6594000,G
9.282.9.2297,9.282,9.2297,1566,0,622,0,2188,0,0.6594000,G
9.278.9.2297,9.278,9.2297,1462,0,0,0,1462,0,0.6594000,G
9.299.9.2297,9.299,9.2297,301,0,0,0,301,0,0.6709866,G
9.278.9.15101,9.278,9.15101,127,0,1150,0,1277,1500,6.4738950,G
9.283.9.15101,9.283,9.15101,12,0,0,0,12,0,6.6882000,G
9.261.9.15101,9.261,9.15101,4296,0,174,0,4470,0,6.4370000,G
9.299.9.11229,9.299,9.11229,8,0,0,0,8,0,0.0000000,G
9.244.9.11229,9.244,9.11229,1,0,0,0,1,0,0.0000000,G
9.13.9.11229,9.13,9.11229,5,0,0,0,5,0,3.1400000,G
9.282.9.11229,9.282,9.11229,12,0,0,0,12,0,0.0287938,G
9.261.9.12822,9.261,9.12822,349,0,502,0,851,0,106.7600000,G
9.250.9.12822,9.250,9.12822,4,0,0,0,4,0,97.3400000,G
9.282.9.12822,9.282,9.12822,188,0,131,0,319,0,106.7600000,G
9.278.9.12822,9.278,9.12822,3880,0,1178,0,5058,0,106.7600000,G
9.244.9.12822,9.244,9.12822,63,0,840,0,903,100,106.7600000,G
9.299.9.12513,9.299,9.12513,47,0,4,0,51,128,3157.1099228,G
9.261.9.12513,9.261,9.12513,9,0,4,0,13,0,3943.8400000,G
9.13.9.12513,9.13,9.12513,29,0,6,0,35,48,3921.0274604,G
9.282.9.12513,9.282,9.12513,32,0,10,0,42,64,3943.8400000,G
9.13.9.12509,9.13,9.12509,49,0,2,0,51,16,2508.8600000,G
9.278.9.12509,9.278,9.12509,37,0,9,0,46,16,2508.8600000,G
9.261.9.12509,9.261,9.12509,7,0,0,0,7,0,2530.3645098,G
9.299.9.12509,9.299,9.12509,36,0,8,0,44,24,2508.8600000,G
9.266.9.15089,9.266,9.15089,26,0,0,0,26,0,134.1408000,G
9.261.9.2153,9.261,9.2153,0,0,3,0,3,0,461.2032000,G
9.299.9.2153,9.299,9.2153,6,0,1,0,7,50,459.1442706,G
9.13.9.7709,9.13,9.7709,9,0,0,0,9,0,3247.4961416,G
9.282.9.7709,9.282,9.7709,8,0,0,0,8,0,3637.3760000,G
9.300.9.7709,9.300,9.7709,1,0,0,0,1,0,0.0000000,G
9.299.9.7709,9.299,9.7709,4,0,0,0,4,0,3491.6093500,G
9.261.9.12664,9.261,9.12664,0,0,3,0,3,0,14869.6584000,G
9.265.9.15089,9.265,9.15089,46,0,0,0,46,0,167.4466544,G
9.261.9.15089,9.261,9.15089,27,0,0,0,27,0,167.6760000,G
9.278.9.12355,9.278,9.12355,48,0,0,0,48,0,1099.0000000,G
9.261.9.14733,9.261,9.14733,81,0,0,0,81,0,938.8600000,G
9.281.9.12357,9.281,9.12357,1,0,0,0,1,0,3.1400000,G
9.13.9.12357,9.13,9.12357,21,0,2,0,23,0,5966.0000000,G
9.278.9.12752,9.278,9.12752,59,0,0,0,59,0,302.3372864,G
9.244.9.13681,9.244,9.13681,24,0,0,0,24,0,6938.4580000,G
9.13.9.15109,9.13,9.15109,49,0,0,0,49,0,15.6058000,G
9.282.9.15109,9.282,9.15109,571,0,0,0,571,0,15.8259768,G
9.278.9.15109,9.278,9.15109,52,0,60,0,112,100,15.6997174,G
9.283.9.15109,9.283,9.15109,4,0,0,0,4,0,15.8256000,G
9.261.9.15109,9.261,9.15109,0,0,0,0,0,60,15.2290000,G
9.250.9.15089,9.250,9.15089,1,0,0,0,1,0,201.2112000,G
9.261.9.12211,9.261,9.12211,17,0,0,0,17,0,107.2938000,G
9.13.9.12211,9.13,9.12211,26,0,0,0,26,0,105.1900000,G
9.13.9.12226,9.13,9.12226,19,0,0,0,19,0,146.0100000,G
9.278.9.8787,9.278,9.8787,994,0,0,0,994,0,51.0288308,G
9.265.9.8787,9.265,9.8787,2,0,0,0,2,0,51.0878000,G
9.261.9.8787,9.261,9.8787,3268,0,14,0,3282,0,51.1076762,G
9.250.9.8787,9.250,9.8787,4,0,0,0,4,0,48.6386000,G
9.246.9.8787,9.246,9.8787,118,0,0,0,118,0,15.3232000,G
9.299.9.8787,9.299,9.8787,340,0,247,0,587,0,48.1615398,G
9.244.9.8787,9.244,9.8787,1941,0,75,0,2016,0,51.0880198,G
9.244.9.5454,9.244,9.5454,256,0,38,0,294,0,5.4636000,G
9.244.9.4466,9.244,9.4466,0,0,0,0,0,30,0.2198000,G
9.13.9.4466,9.13,9.4466,1917,0,104,0,2021,0,0.1884000,G
9.282.9.4466,9.282,9.4466,0,550,2228,0,2228,0,0.2474320,G
9.278.9.4466,9.278,9.4466,1212,0,0,0,1212,0,0.1987620,G
9.261.9.4466,9.261,9.4466,0,0,0,0,0,105,0.2512000,G
9.300.9.4466,9.300,9.4466,3,0,0,0,3,0,0.0000000,G
9.299.9.4466,9.299,9.4466,7545,0,2352,0,9897,10000,0.2415602,G
9.278.9.2263,9.278,9.2263,125,0,0,0,125,0,90.5101232,G
9.300.9.2263,9.300,9.2263,4,0,0,0,4,0,0.0000000,G
9.299.9.2263,9.299,9.2263,129,0,0,0,129,624,80.6174276,G
9.254.9.2263,9.254,9.2263,1,0,0,0,1,0,0.0000000,G
9.13.9.2261,9.13,9.2261,8035,0,305,0,8340,0,0.4710000,G
9.282.9.2261,9.282,9.2261,17871,0,0,0,17871,0,0.4521600,G
9.278.9.2261,9.278,9.2261,12479,0,0,0,12479,0,0.4710000,G
9.261.9.2261,9.261,9.2261,5820,0,100,0,5920,0,0.5024000,G
9.246.9.2261,9.246,9.2261,4031,0,0,0,4031,0,0.4937964,G
9.261.9.15102,9.261,9.15102,897,0,0,0,897,0,18.3763476,G
9.300.9.15102,9.300,9.15102,2,0,0,0,2,0,0.0000000,G
9.299.9.15102,9.299,9.15102,0,0,0,0,0,250,19.3769400,G
9.244.9.15102,9.244,9.15102,59,0,0,0,59,0,18.6830000,G
9.13.9.15102,9.13,9.15102,19,0,0,0,19,0,18.5574000,G
9.282.9.15102,9.282,9.15102,237,0,0,0,237,0,18.5515596,G
9.278.9.15102,9.278,9.15102,374,0,18,0,392,0,18.3074874,G
9.13.9.4789,9.13,9.4789,141,0,0,0,141,0,17.7724000,G
9.282.9.4789,9.282,9.4789,15,0,0,0,15,0,23.9058562,G
9.278.9.4789,9.278,9.4789,96,0,0,0,96,0,20.2432032,G
9.261.9.4789,9.261,9.4789,152,0,343,0,495,150,18.4946000,G
9.283.9.7040,9.283,9.7040,1,0,0,0,1,0,3.5482000,G
9.284.9.7040,9.284,9.7040,700,0,0,0,700,0,0.0000000,G
9.300.9.7040,9.300,9.7040,4,0,0,0,4,0,0.0000000,G
9.299.9.7040,9.299,9.7040,34223,0,2560,0,36783,0,3.7366000,G
9.254.9.7040,9.254,9.7040,3,0,1,0,4,0,0.0000000,G
9.13.9.7040,9.13,9.7040,2860,0,0,0,2860,0,3.5482000,G
9.282.9.7040,9.282,9.7040,437597,0,610,0,438207,0,3.5336618,G
9.13.9.5023,9.13,9.5023,100,0,800,0,900,0,3.1714000,G
9.261.9.5023,9.261,9.5023,212,0,590,0,802,500,3.0183250,G
9.278.9.11298,9.278,9.11298,5618,0,0,0,5618,0,0.5652314,G
9.299.9.12483,9.299,9.12483,0,0,1615,0,1615,0,1.9528916,G
9.278.9.16824,9.278,9.16824,10,0,0,0,10,0,6132.4200000,G
9.261.9.16824,9.261,9.16824,4,0,0,0,4,0,6132.4200000,G
9.299.9.16824,9.299,9.16824,7,0,1,0,8,24,6163.3647000,G
9.244.9.16824,9.244,9.16824,1,0,1,0,2,0,6132.4200000,G
9.13.9.16824,9.13,9.16824,12,0,3,0,15,0,6132.4200000,G
9.261.9.2078,9.261,9.2078,0,7,0,0,0,6,461.2032000,G
9.299.9.2078,9.299,9.2078,10,0,5,0,15,50,459.1496400,G
9.244.9.2078,9.244,9.2078,3,0,5,0,8,10,461.2032000,G
9.278.9.1525,9.278,9.1525,11,0,0,0,11,0,3086.3688000,G
9.261.9.12718,9.261,9.12718,4,0,0,0,4,0,223.7878000,G
9.250.9.12718,9.250,9.12718,4,0,0,0,4,0,145.9864500,G
9.13.9.12814,9.13,9.12814,0,0,0,0,0,200,256.2240000,G
9.282.9.12814,9.282,9.12814,56,0,0,0,56,0,768.6720000,G
9.299.9.7329,9.299,9.7329,15,0,2,0,17,20,4197.3322000,G
9.265.9.16666,9.265,9.16666,28,0,0,0,28,0,179.7526598,G
9.13.9.7074,9.13,9.7074,1,0,0,0,1,0,4854.9424000,G
9.282.9.7074,9.282,9.7074,16,0,0,0,16,0,5406.6404000,G
9.278.9.7074,9.278,9.7074,8,0,0,0,8,0,4854.9424000,G
9.261.9.7074,9.261,9.7074,12,0,0,0,12,0,3310.1880000,G
9.299.9.11994,9.299,9.11994,17,0,0,0,17,0,2950.7208000,G
9.282.9.11994,9.282,9.11994,31,0,0,0,31,0,5769.9272530,G
9.278.9.12552,9.278,9.12552,0,0,1,0,1,0,781.7030000,G
9.261.9.12552,9.261,9.12552,0,0,2,0,2,0,418.2480000,G
9.250.9.12552,9.250,9.12552,1,0,0,0,1,0,557.6640000,G
9.300.9.12552,9.300,9.12552,1,0,0,0,1,0,0.0000000,G
9.299.9.12552,9.299,9.12552,63,0,2,0,65,0,789.7728000,G
9.244.9.12552,9.244,9.12552,4,0,2,0,6,0,418.2480000,G
9.13.9.12552,9.13,9.12552,0,10,5,0,5,20,766.7566000,G
9.13.9.3676,9.13,9.3676,0,950,0,0,0,1300,6.6407860,G
9.7.9.3676,9.7,9.3676,5,0,0,0,5,0,5.4259200,G
9.278.9.3676,9.278,9.3676,7,0,0,0,7,0,5.2438000,G
9.261.9.3676,9.261,9.3676,4751,0,324,0,5075,2600,5.2124000,G
9.299.9.3676,9.299,9.3676,6858,0,129,0,6987,450,5.3370266,G
9.244.9.13452,9.244,9.13452,6198,0,3783,0,9981,500,4.9726924,G
9.282.9.13452,9.282,9.13452,176,0,0,0,176,0,6.5940000,G
9.261.9.13452,9.261,9.13452,1680,0,2120,0,3800,6500,6.5940000,G
9.252.9.13452,9.252,9.13452,2,0,0,0,2,0,6.8766000,G
9.13.9.6952,9.13,9.6952,49,0,0,0,49,0,61.9522000,G
9.282.9.6952,9.282,9.6952,0,138,5982,0,5982,0,58.4482426,G
9.266.9.6952,9.266,9.6952,1,0,0,0,1,0,58.5924000,G
