guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,invoiceType,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
9.2067550.12,9.2067550,9.2261,9.244,PO-F-2022-1681,9.244.9.2261,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,15000.00,15000.00,0.00,2198.0000,0.4396000,NULL,1,G
9.2067671.44,9.2067671,9.4556,9.244,PO-F-2022-1682,9.244.9.4556,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,659.4000,0.6594000,NULL,1,G
9.2067550.15,9.2067550,9.2309,9.244,PO-F-2022-1681,9.244.9.2309,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,30000.00,30000.00,0.00,5338.0000,0.5338000,NULL,1,G
9.2074476.3,9.2074476,9.7016,9.244,PO-F-2022-1695,9.244.9.7016,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-11,X,6300.00,0.00,6300.00,189973.1400,90.4634000,NULL,1,G
9.1677896.6,9.1677896,9.13024,9.244,PO-F-2022-1068,9.244.9.13024,Fully Billed,2022-04-22,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,374575.1530,400.1930000,NULL,0,G
9.2067671.24,9.2067671,9.4155,9.244,PO-F-2022-1682,9.244.9.4155,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,10330.6000,10.3306000,NULL,1,G
9.1677904.6,9.1677904,9.13024,9.244,PO-F-2022-1071,9.244.9.13024,Fully Billed,2022-04-22,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,374575.1530,400.1930000,NULL,0,G
9.2067671.29,9.2067671,9.2301,9.244,PO-F-2022-1682,9.244.9.2301,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,9000.00,9000.00,0.00,18369.0000,6.1230000,NULL,1,G
9.1677893.7,9.1677893,9.13024,9.244,PO-F-2022-1067,9.244.9.13024,Fully Billed,2022-04-22,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,374575.1530,400.1930000,NULL,0,G
9.2074518.3,9.2074518,9.3953,9.244,PO-F-2022-1702,9.244.9.3953,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-11,R,72000.00,0.00,72000.00,121329.6000,5.0554000,NULL,1,G
9.1637789.20,9.1637789,9.13024,9.244,PO-F-2022-1002,9.244.9.13024,Fully Billed,2022-04-13,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,374575.1530,400.1930000,NULL,0,G
9.2067671.15,9.2067671,9.2266,9.244,PO-F-2022-1682,9.244.9.2266,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,4500.00,4500.00,0.00,5322.3000,3.5482000,NULL,1,G
9.1677900.6,9.1677900,9.13024,9.244,PO-F-2022-1069,9.244.9.13024,Fully Billed,2022-04-22,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,374575.1530,400.1930000,NULL,0,G
9.2067671.58,9.2067671,9.7016,9.244,PO-F-2022-1682,9.244.9.7016,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,16800.00,16800.00,0.00,506243.3600,90.4006000,NULL,1,G
9.1677933.6,9.1677933,9.13487,9.244,PO-F-2022-1075,9.244.9.13487,Fully Billed,2022-04-22,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,379088.1180,404.9972000,NULL,0,G
9.2067671.18,9.2067671,9.2454,9.244,PO-F-2022-1682,9.244.9.2454,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,900.00,900.00,0.00,2807.1600,9.3572000,NULL,1,G
9.1677924.8,9.1677924,9.13487,9.244,PO-F-2022-1073,9.244.9.13487,Fully Billed,2022-04-22,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,379088.1180,404.9972000,NULL,0,G
9.2067550.31,9.2067550,9.6759,9.244,PO-F-2022-1681,9.244.9.6759,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,1260.00,1260.00,0.00,16959.7680,40.3804000,NULL,1,G
9.2067671.35,9.2067671,9.2460,9.244,PO-F-2022-1682,9.244.9.2460,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,900.00,900.00,0.00,4286.1000,14.2870000,NULL,1,G
9.2067550.5,9.2067550,9.4806,9.244,PO-F-2022-1681,9.244.9.4806,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,1500.00,1500.00,0.00,3218.5000,6.4370000,NULL,1,G
9.2067671.32,9.2067671,9.3301,9.244,PO-F-2022-1682,9.244.9.3301,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,879.2000,0.8792000,NULL,1,G
9.2067550.34,9.2067550,9.11265,9.244,PO-F-2022-1681,9.244.9.11265,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,34383.0000,34.3830000,NULL,1,G
9.2067671.52,9.2067671,9.7040,9.244,PO-F-2022-1682,9.244.9.7040,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,84000.00,84000.00,0.00,84403.2000,3.0144000,NULL,1,G
9.2067550.16,9.2067550,9.5867,9.244,PO-F-2022-1681,9.244.9.5867,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,2400.00,2400.00,0.00,175.8400,0.2198000,NULL,1,G
9.2067671.46,9.2067671,9.6802,9.244,PO-F-2022-1682,9.244.9.6802,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,750.00,750.00,0.00,2260.8000,9.0432000,NULL,1,G
9.2067550.4,9.2067550,9.4373,9.244,PO-F-2022-1681,9.244.9.4373,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,6185.8000,6.1858000,NULL,1,G
9.2112949.2,9.2112949,9.1908,9.244,PO-F-2022-1859,9.244.9.1908,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-19,A,3.00,0.00,3.00,3644.3154,3644.3154000,NULL,1,G
9.2074535.8,9.2074535,9.4789,9.244,PO-F-2022-1704,9.244.9.4789,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-13,G,600.00,0.00,600.00,3177.6800,15.8884000,NULL,1,G
9.2074535.32,9.2074535,9.13452,9.244,PO-F-2022-1704,9.244.9.13452,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,X,6000.00,0.00,6000.00,12560.0000,6.2800000,NULL,1,G
9.2074535.3,9.2074535,9.4467,9.244,PO-F-2022-1704,9.244.9.4467,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,X,9600.00,0.00,9600.00,33057.9200,10.3306000,NULL,1,G
9.2074535.30,9.2074535,9.5359,9.244,PO-F-2022-1704,9.244.9.5359,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,X,4500.00,0.00,4500.00,13517.7000,9.0118000,NULL,1,G
9.2109552.6,9.2109552,9.6779,9.244,PO-F-2022-1853,9.244.9.6779,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,12.00,0.00,12.00,154.9276,38.7476000,NULL,1,G
9.2074535.13,9.2074535,9.2459,9.244,PO-F-2022-1704,9.244.9.2459,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,R,3000.00,0.00,3000.00,5055.4000,5.0554000,NULL,1,G
9.2074123.3,9.2074123,9.4373,9.244,PO-F-2022-1690,9.244.9.4373,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,6185.8000,6.1858000,NULL,1,G
9.2112949.6,9.2112949,9.9851,9.244,PO-F-2022-1859,9.244.9.9851,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-19,A,60.00,0.00,60.00,36392.8512,1819.6300000,NULL,1,G
9.2074510.5,9.2074510,9.2297,9.244,PO-F-2022-1700,9.244.9.2297,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,X,27000.00,0.00,27000.00,4239.0000,0.4710000,NULL,1,G
9.2067550.19,9.2067550,9.2753,9.244,PO-F-2022-1681,9.244.9.2753,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,168000.00,168000.00,0.00,28134.4000,0.5024000,NULL,1,G
9.2074510.4,9.2074510,9.2261,9.244,PO-F-2022-1700,9.244.9.2261,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,X,15000.00,0.00,15000.00,2198.0000,0.4396000,NULL,1,G
9.2074535.25,9.2074535,9.3152,9.244,PO-F-2022-1704,9.244.9.3152,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-13,X,7200.00,0.00,7200.00,21628.3200,9.0118000,NULL,1,G
9.2074510.17,9.2074510,9.7319,9.244,PO-F-2022-1700,9.244.9.7319,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,R,50400.00,0.00,50400.00,56444.6400,3.3598000,NULL,1,G
9.2074535.20,9.2074535,9.3681,9.244,PO-F-2022-1704,9.244.9.3681,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,R,3000.00,0.00,3000.00,5463.6000,5.4636000,NULL,1,G
9.2074510.14,9.2074510,9.5724,9.244,PO-F-2022-1700,9.244.9.5724,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,G,1497.00,0.00,1497.00,1081.1334,2.1666000,NULL,1,G
9.2074535.26,9.2074535,9.2495,9.244,PO-F-2022-1704,9.244.9.2495,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,G,1500.00,0.00,1500.00,2653.3000,5.3066000,NULL,1,G
9.2074510.16,9.2074510,9.7061,9.244,PO-F-2022-1700,9.244.9.7061,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,R,84000.00,0.00,84000.00,95832.8000,3.4226000,NULL,1,G
9.2067550.3,9.2067550,9.3329,9.244,PO-F-2022-1681,9.244.9.3329,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,300.00,300.00,0.00,2640.7400,26.4074000,NULL,1,G
9.2074510.13,9.2074510,9.7067,9.244,PO-F-2022-1700,9.244.9.7067,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,R,33600.00,0.00,33600.00,35519.6800,3.1714000,NULL,1,G
9.1882851.1,9.1882851,9.12828,9.244,PO-F-2022-1400,9.244.9.12828,Fully Billed,2022-05-30,2022-07-15,2022-07-15,2022-07-15,G,2808.00,0.00,2808.00,327335.5800,349.7332000,NULL,0,G
9.2067671.4,9.2067671,9.4251,9.244,PO-F-2022-1682,9.244.9.4251,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,1500.00,1500.00,0.00,5495.0000,10.9900000,NULL,1,G
9.2067550.27,9.2067550,9.7040,9.244,PO-F-2022-1681,9.244.9.7040,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,33600.00,33600.00,0.00,33761.2800,3.0144000,NULL,1,G
9.2067671.16,9.2067671,9.2459,9.244,PO-F-2022-1682,9.244.9.2459,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,5055.4000,5.0554000,NULL,1,G
9.2067550.1,9.2067550,9.4467,9.244,PO-F-2022-1681,9.244.9.4467,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,9600.00,9600.00,0.00,33057.9200,10.3306000,NULL,1,G
9.2067671.33,9.2067671,9.2309,9.244,PO-F-2022-1682,9.244.9.2309,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,90000.00,90000.00,0.00,16014.0000,0.5338000,NULL,1,G
9.2067550.33,9.2067550,9.7552,9.244,PO-F-2022-1681,9.244.9.7552,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,168000.00,168000.00,0.00,172323.2000,3.0772000,NULL,1,G
9.2067671.43,9.2067671,9.3953,9.244,PO-F-2022-1682,9.244.9.3953,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,72000.00,72000.00,0.00,121329.6000,5.0554000,NULL,1,G
9.2067550.24,9.2067550,9.7067,9.244,PO-F-2022-1681,9.244.9.7067,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,16800.00,16800.00,0.00,17759.8400,3.1714000,NULL,1,G
9.2067671.7,9.2067671,9.3970,9.244,PO-F-2022-1682,9.244.9.3970,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,15000.00,15000.00,0.00,11304.0000,2.2608000,NULL,1,G
9.2067550.10,9.2067550,9.2459,9.244,PO-F-2022-1681,9.244.9.2459,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,5055.4000,5.0554000,NULL,1,G
9.2112912.2,9.2112912,9.1870,9.244,PO-F-2022-1858,9.244.9.1870,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,15.00,0.00,15.00,6618.3664,1323.6670000,NULL,1,G
9.2067550.21,9.2067550,9.4489,9.244,PO-F-2022-1681,9.244.9.4489,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,659.4000,0.6594000,NULL,1,G
9.2074123.9,9.2074123,9.4155,9.244,PO-F-2022-1690,9.244.9.4155,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,6000.00,6000.00,0.00,20661.2000,10.3306000,NULL,1,G
9.1087652.1,9.1087652,9.1509,9.244,PO-F-2021-0909,9.244.9.1509,Closed,2021-12-01,2022-07-15,2022-07-15,2022-07-15,R,0.00,0.00,0.00,0.0000,3215.6740000,NULL,1,G
9.2074123.7,9.2074123,9.6624,9.244,PO-F-2022-1690,9.244.9.6624,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,12000.00,12000.00,0.00,18337.6000,4.5844000,NULL,1,G
9.2067550.6,9.2067550,9.3254,9.244,PO-F-2022-1681,9.244.9.3254,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,1500.00,1500.00,0.00,4741.4000,9.4828000,NULL,1,G
9.2109508.4,9.2109508,9.4507,9.244,PO-F-2022-1852,9.244.9.4507,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-18,A,30.00,0.00,30.00,20874.6258,2087.4720000,NULL,1,G
9.2067550.25,9.2067550,9.4762,9.244,PO-F-2022-1681,9.244.9.4762,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,15060.00,15060.00,0.00,17811.9640,3.5482000,NULL,1,G
9.2067671.6,9.2067671,9.2303,9.244,PO-F-2022-1682,9.244.9.2303,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,150.00,150.00,0.00,306.1500,6.1230000,NULL,1,G
9.2067550.8,9.2067550,9.6624,9.244,PO-F-2022-1681,9.244.9.6624,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,12000.00,12000.00,0.00,18337.6000,4.5844000,NULL,1,G
9.2067671.63,9.2067671,9.11419,9.244,PO-F-2022-1682,9.244.9.11419,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,2100.00,2100.00,0.00,30552.2000,43.6460000,NULL,1,G
9.2074510.11,9.2074510,9.2286,9.244,PO-F-2022-1700,9.244.9.2286,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,R,168000.00,0.00,168000.00,38684.8000,0.6908000,NULL,1,G
9.2067671.26,9.2067671,9.3451,9.244,PO-F-2022-1682,9.244.9.3451,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,3391.2000,3.3912000,NULL,1,G
9.2074123.16,9.2074123,9.7036,9.244,PO-F-2022-1690,9.244.9.7036,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,420.00,420.00,0.00,7864.4440,56.1746000,NULL,1,G
9.2067671.3,9.2067671,9.4467,9.244,PO-F-2022-1682,9.244.9.4467,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,9600.00,9600.00,0.00,33057.9200,10.3306000,NULL,1,G
9.2112912.3,9.2112912,9.2090,9.244,PO-F-2022-1858,9.244.9.2090,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,30.00,0.00,30.00,169.3088,167.9272000,NULL,1,G
9.2067671.9,9.2067671,9.4789,9.244,PO-F-2022-1682,9.244.9.4789,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,600.00,600.00,0.00,3177.6800,15.8884000,NULL,1,G
9.2109508.2,9.2109508,9.1535,9.244,PO-F-2022-1852,9.244.9.1535,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-18,A,33.00,0.00,33.00,72595.7324,6599.6206000,NULL,1,G
9.2067671.49,9.2067671,9.5359,9.244,PO-F-2022-1682,9.244.9.5359,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,9000.00,9000.00,0.00,27035.4000,9.0118000,NULL,1,G
9.2109552.5,9.2109552,9.1957,9.244,PO-F-2022-1853,9.244.9.1957,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,3.00,0.00,3.00,529.3726,529.3726000,NULL,1,G
9.2067671.23,9.2067671,9.2297,9.244,PO-F-2022-1682,9.244.9.2297,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,27000.00,27000.00,0.00,4239.0000,0.4710000,NULL,1,G
9.2109552.3,9.2109552,9.11401,9.244,PO-F-2022-1853,9.244.9.11401,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,3.00,0.00,3.00,5358.3472,5358.3472000,NULL,1,G
9.2074535.1,9.2074535,9.3274,9.244,PO-F-2022-1704,9.244.9.3274,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,X,15000.00,0.00,15000.00,3768.0000,0.7536000,NULL,1,G
9.2074535.21,9.2074535,9.3301,9.244,PO-F-2022-1704,9.244.9.3301,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,R,3000.00,0.00,3000.00,879.2000,0.8792000,NULL,1,G
9.2109508.8,9.2109508,9.7741,9.244,PO-F-2022-1852,9.244.9.7741,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-18,A,18.00,0.00,18.00,26727.9626,4454.6552000,NULL,1,G
9.2074535.7,9.2074535,9.4498,9.244,PO-F-2022-1704,9.244.9.4498,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,X,9000.00,0.00,9000.00,13659.0000,4.5530000,NULL,1,G
9.2074535.27,9.2074535,9.4556,9.244,PO-F-2022-1704,9.244.9.4556,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,R,3000.00,0.00,3000.00,659.4000,0.6594000,NULL,1,G
9.2067671.31,9.2067671,9.3681,9.244,PO-F-2022-1682,9.244.9.3681,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,5463.6000,5.4636000,NULL,1,G
9.2074535.24,9.2074535,9.2460,9.244,PO-F-2022-1704,9.244.9.2460,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,G,900.00,0.00,900.00,4286.1000,14.2870000,NULL,1,G
9.2067671.60,9.2067671,9.7319,9.244,PO-F-2022-1682,9.244.9.7319,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,50400.00,50400.00,0.00,56444.6400,3.3598000,NULL,1,G
9.2074535.5,9.2074535,9.3153,9.244,PO-F-2022-1704,9.244.9.3153,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,R,30000.00,0.00,30000.00,3140.0000,0.3140000,NULL,1,G
9.2074363.3,9.2074363,9.7016,9.244,PO-F-2022-1693,9.244.9.7016,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-11,X,10500.00,0.00,10500.00,316621.9000,90.4634000,NULL,1,G
9.2074535.14,9.2074535,9.2149,9.244,PO-F-2022-1704,9.244.9.2149,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,G,1500.00,0.00,1500.00,2606.2000,5.2124000,NULL,1,G
9.2074476.5,9.2074476,9.11419,9.244,PO-F-2022-1695,9.244.9.11419,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-11,G,2100.00,0.00,2100.00,30552.2000,43.6460000,NULL,1,G
9.2074535.29,9.2074535,9.6802,9.244,PO-F-2022-1704,9.244.9.6802,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,G,750.00,0.00,750.00,2260.8000,9.0432000,NULL,1,G
9.2067671.17,9.2067671,9.2149,9.244,PO-F-2022-1682,9.244.9.2149,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,1500.00,1500.00,0.00,2606.2000,5.2124000,NULL,1,G
9.2074510.18,9.2074510,9.7552,9.244,PO-F-2022-1700,9.244.9.7552,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,R,33600.00,0.00,33600.00,34464.6400,3.0772000,NULL,1,G
9.2074535.11,9.2074535,9.2262,9.244,PO-F-2022-1704,9.244.9.2262,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,X,6000.00,0.00,6000.00,6719.6000,3.3598000,NULL,1,G
9.2112912.1,9.2112912,9.1540,9.244,PO-F-2022-1858,9.244.9.1540,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,15.00,0.00,15.00,13594.3788,2718.8632000,NULL,1,G
9.2074535.17,9.2074535,9.4155,9.244,PO-F-2022-1704,9.244.9.4155,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,R,3000.00,0.00,3000.00,10330.6000,10.3306000,NULL,1,G
9.2074123.4,9.2074123,9.4806,9.244,PO-F-2022-1690,9.244.9.4806,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,1500.00,1500.00,0.00,3218.5000,6.4370000,NULL,1,G
9.2074535.22,9.2074535,9.2309,9.244,PO-F-2022-1704,9.244.9.2309,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,R,90000.00,0.00,90000.00,16014.0000,0.5338000,NULL,1,G
9.2109508.1,9.2109508,9.1652,9.244,PO-F-2022-1852,9.244.9.1652,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-18,A,3.00,0.00,3.00,3111.9912,3111.9912000,NULL,1,G
9.2074535.28,9.2074535,9.4489,9.244,PO-F-2022-1704,9.244.9.4489,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,X,6000.00,0.00,6000.00,1318.8000,0.6594000,NULL,1,G
9.2074123.18,9.2074123,9.11265,9.244,PO-F-2022-1690,9.244.9.11265,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,34351.6000,34.3516000,NULL,1,G
9.2074123.1,9.2074123,9.4467,9.244,PO-F-2022-1690,9.244.9.4467,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,9600.00,9600.00,0.00,33057.9200,10.3306000,NULL,1,G
9.2112912.5,9.2112912,9.2293,9.244,PO-F-2022-1858,9.244.9.2293,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,6.00,0.00,6.00,297.8604,148.9302000,NULL,1,G
9.2074510.3,9.2074510,9.2289,9.244,PO-F-2022-1700,9.244.9.2289,Fully Billed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,X,9000.00,0.00,9000.00,1224.6000,0.4082000,NULL,1,G
9.2074123.8,9.2074123,9.2262,9.244,PO-F-2022-1690,9.244.9.2262,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,3359.8000,3.3598000,NULL,1,G
9.2067671.48,9.2067671,9.7067,9.244,PO-F-2022-1682,9.244.9.7067,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,33600.00,33600.00,0.00,35519.6800,3.1714000,NULL,1,G
9.2109552.7,9.2109552,9.6618,9.244,PO-F-2022-1853,9.244.9.6618,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,6.00,0.00,6.00,232.4228,116.2114000,NULL,1,G
9.2109552.2,9.2109552,9.11388,9.244,PO-F-2022-1853,9.244.9.11388,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,6.00,0.00,6.00,9038.1760,4519.0880000,NULL,1,G
9.2074535.19,9.2074535,9.3051,9.244,PO-F-2022-1704,9.244.9.3051,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,A,90.00,0.00,90.00,644.3280,21.4776000,NULL,1,G
9.2074123.2,9.2074123,9.4251,9.244,PO-F-2022-1690,9.244.9.4251,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,1500.00,1500.00,0.00,5495.0000,10.9900000,NULL,1,G
9.2074535.2,9.2074535,9.3657,9.244,PO-F-2022-1704,9.244.9.3657,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-12,A,90.00,0.00,90.00,2056.3860,68.5462000,NULL,1,G
9.2109508.5,9.2109508,9.7675,9.244,PO-F-2022-1852,9.244.9.7675,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-18,A,9.00,0.00,9.00,13772.6366,4590.8684000,NULL,1,G
9.2074510.9,9.2074510,9.3286,9.244,PO-F-2022-1700,9.244.9.3286,Closed,2022-07-04,2022-07-15,2022-07-12,2022-07-12,R,75000.00,0.00,75000.00,10205.0000,0.4082000,NULL,1,G
9.2112912.6,9.2112912,9.5374,9.244,PO-F-2022-1858,9.244.9.5374,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,6.00,0.00,6.00,1847.6702,923.8194000,NULL,1,G
9.2109508.7,9.2109508,9.7708,9.244,PO-F-2022-1852,9.244.9.7708,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-18,A,3.00,0.00,3.00,4112.0184,4112.0184000,NULL,1,G
9.2112949.3,9.2112949,9.5378,9.244,PO-F-2022-1859,9.244.9.5378,Fully Billed,2022-07-08,2022-07-15,2022-07-18,2022-07-19,A,6.00,0.00,6.00,14107.2978,7053.6646000,NULL,1,G
9.2109552.1,9.2109552,9.4997,9.244,PO-F-2022-1853,9.244.9.4997,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,6.00,0.00,6.00,19022.0572,9511.0286000,NULL,1,G
9.2067671.25,9.2067671,9.3554,9.244,PO-F-2022-1682,9.244.9.3554,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,12600.00,12600.00,0.00,12924.2400,3.0772000,NULL,1,G
9.2109552.4,9.2109552,9.11402,9.244,PO-F-2022-1853,9.244.9.11402,Fully Billed,2022-07-08,2022-07-15,2022-07-15,2022-07-18,A,57.00,0.00,57.00,144814.1310,7621.7848000,NULL,1,G
9.2067671.56,9.2067671,9.6759,9.244,PO-F-2022-1682,9.244.9.6759,Closed,2022-07-01,2022-07-15,2022-07-15,2022-07-04,R,1260.00,1260.00,0.00,16959.7680,40.3804000,NULL,1,G
9.2074123.13,9.2074123,9.4489,9.244,PO-F-2022-1690,9.244.9.4489,Closed,2022-07-04,2022-07-15,2022-07-15,2022-07-04,R,3000.00,3000.00,0.00,659.4000,0.6594000,NULL,1,G
9.2074363.2,9.2074363,9.6759,9.244,PO-F-2022-1693,9.244.9.6759,Fully Billed,2022-07-04,2022-07-15,2022-07-11,2022-07-11,G,1260.00,0.00,1260.00,16946.5800,40.3490000,NULL,1,G
